alerta_id,codigo_alerta,entidad_tipo,entidad_id,dataset_origen,severidad,descripcion
EXP-000141,PAD-02,voter_id,V001152,01_padron_votantes.csv,critica,Menor de edad habilitado legalmente.
EXP-000142,PAD-02,voter_id,V001433,01_padron_votantes.csv,critica,Menor de edad habilitado legalmente.
EXP-000143,PAD-02,voter_id,V002077,01_padron_votantes.csv,critica,Menor de edad habilitado legalmente.
EXP-000144,PAD-02,voter_id,V004282,01_padron_votantes.csv,critica,Menor de edad habilitado legalmente.
EXP-000145,PAD-02,voter_id,V003473,01_padron_votantes.csv,critica,Menor de edad habilitado legalmente.
EXP-000146,PAD-02,voter_id,V002632,01_padron_votantes.csv,critica,Menor de edad habilitado legalmente.
EXP-000147,PAD-02,voter_id,V001425,01_padron_votantes.csv,critica,Menor de edad habilitado legalmente.
EXP-000148,PAD-02,voter_id,V004064,01_padron_votantes.csv,critica,Menor de edad habilitado legalmente.
EXP-000149,PAD-02,voter_id,V001153,01_padron_votantes.csv,critica,Menor de edad habilitado legalmente.
EXP-000150,PAD-02,voter_id,V000813,01_padron_votantes.csv,critica,Menor de edad habilitado legalmente.
EXP-000151,PAD-02,voter_id,V004615,01_padron_votantes.csv,critica,Menor de edad habilitado legalmente.
EXP-000152,PAD-02,voter_id,V001150,01_padron_votantes.csv,critica,Menor de edad habilitado legalmente.
EXP-000153,PAD-02,voter_id,V003931,01_padron_votantes.csv,critica,Menor de edad habilitado legalmente.
EXP-000154,PAD-02,voter_id,V003783,01_padron_votantes.csv,critica,Menor de edad habilitado legalmente.
EXP-000155,PAD-02,voter_id,V002883,01_padron_votantes.csv,critica,Menor de edad habilitado legalmente.
EXP-000156,PAD-02,voter_id,V001599,01_padron_votantes.csv,critica,Menor de edad habilitado legalmente.
EXP-000157,PAD-02,voter_id,V000906,01_padron_votantes.csv,critica,Menor de edad habilitado legalmente.
EXP-000158,PAD-02,voter_id,V003337,01_padron_votantes.csv,critica,Menor de edad habilitado legalmente.
EXP-000159,PAD-02,voter_id,V000246,01_padron_votantes.csv,critica,Menor de edad habilitado legalmente.
EXP-000160,PAD-02,voter_id,V003254,01_padron_votantes.csv,critica,Menor de edad habilitado legalmente.
EXP-000161,PAD-02,voter_id,V000106,01_padron_votantes.csv,critica,Menor de edad habilitado legalmente.
EXP-000162,PAD-02,voter_id,V002712,01_padron_votantes.csv,critica,Menor de edad habilitado legalmente.
EXP-000163,PAD-02,voter_id,V003259,01_padron_votantes.csv,critica,Menor de edad habilitado legalmente.
EXP-000164,PAD-02,voter_id,V003817,01_padron_votantes.csv,critica,Menor de edad habilitado legalmente.
EXP-000165,PAD-02,voter_id,V004055,01_padron_votantes.csv,critica,Menor de edad habilitado legalmente.
EXP-000166,PAD-02,voter_id,V003737,01_padron_votantes.csv,critica,Menor de edad habilitado legalmente.
EXP-000167,PAD-02,voter_id,V004558,01_padron_votantes.csv,critica,Menor de edad habilitado legalmente.
EXP-000168,PAD-02,voter_id,V001968,01_padron_votantes.csv,critica,Menor de edad habilitado legalmente.
EXP-000169,PAD-02,voter_id,V004682,01_padron_votantes.csv,critica,Menor de edad habilitado legalmente.
EXP-000170,PAD-02,voter_id,V000486,01_padron_votantes.csv,critica,Menor de edad habilitado legalmente.
EXP-000171,PAD-02,voter_id,V000530,01_padron_votantes.csv,critica,Menor de edad habilitado legalmente.
EXP-000172,PAD-02,voter_id,V002056,01_padron_votantes.csv,critica,Menor de edad habilitado legalmente.
EXP-000173,PAD-02,voter_id,V000095,01_padron_votantes.csv,critica,Menor de edad habilitado legalmente.
EXP-000174,PAD-02,voter_id,V001646,01_padron_votantes.csv,critica,Menor de edad habilitado legalmente.
EXP-000175,PAD-02,voter_id,V003871,01_padron_votantes.csv,critica,Menor de edad habilitado legalmente.
EXP-000176,PAD-03,voter_id,V004608,01_padron_votantes.csv,alta,Edad superior al máximo razonable permitido.
EXP-000177,PAD-03,voter_id,V001339,01_padron_votantes.csv,alta,Edad superior al máximo razonable permitido.
EXP-000178,PAD-03,voter_id,V004447,01_padron_votantes.csv,alta,Edad superior al máximo razonable permitido.
EXP-000179,PAD-03,voter_id,V001856,01_padron_votantes.csv,alta,Edad superior al máximo razonable permitido.
EXP-000180,PAD-03,voter_id,V004547,01_padron_votantes.csv,alta,Edad superior al máximo razonable permitido.
EXP-000181,PAD-03,voter_id,V002828,01_padron_votantes.csv,alta,Edad superior al máximo razonable permitido.
EXP-000182,PAD-03,voter_id,V002319,01_padron_votantes.csv,alta,Edad superior al máximo razonable permitido.
EXP-000183,PAD-03,voter_id,V000069,01_padron_votantes.csv,alta,Edad superior al máximo razonable permitido.
EXP-000184,PAD-03,voter_id,V004319,01_padron_votantes.csv,alta,Edad superior al máximo razonable permitido.
EXP-000185,PAD-03,voter_id,V003551,01_padron_votantes.csv,alta,Edad superior al máximo razonable permitido.
EXP-000186,PAD-03,voter_id,V003070,01_padron_votantes.csv,alta,Edad superior al máximo razonable permitido.
EXP-000187,PAD-03,voter_id,V002725,01_padron_votantes.csv,alta,Edad superior al máximo razonable permitido.
EXP-000188,PAD-03,voter_id,V004199,01_padron_votantes.csv,alta,Edad superior al máximo razonable permitido.
EXP-000189,PAD-03,voter_id,V000924,01_padron_votantes.csv,alta,Edad superior al máximo razonable permitido.
EXP-000190,PAD-03,voter_id,V000915,01_padron_votantes.csv,alta,Edad superior al máximo razonable permitido.
EXP-000191,PAD-03,voter_id,V003435,01_padron_votantes.csv,alta,Edad superior al máximo razonable permitido.
EXP-000192,PAD-03,voter_id,V003918,01_padron_votantes.csv,alta,Edad superior al máximo razonable permitido.
EXP-000193,PAD-03,voter_id,V003742,01_padron_votantes.csv,alta,Edad superior al máximo razonable permitido.
EXP-000194,PAD-03,voter_id,V000661,01_padron_votantes.csv,alta,Edad superior al máximo razonable permitido.
EXP-000195,PAD-03,voter_id,V000325,01_padron_votantes.csv,alta,Edad superior al máximo razonable permitido.
EXP-000196,PAD-03,voter_id,V000989,01_padron_votantes.csv,alta,Edad superior al máximo razonable permitido.
EXP-000197,PAD-03,voter_id,V001281,01_padron_votantes.csv,alta,Edad superior al máximo razonable permitido.
EXP-000198,PAD-03,voter_id,V000704,01_padron_votantes.csv,alta,Edad superior al máximo razonable permitido.
EXP-000199,PAD-03,voter_id,V003835,01_padron_votantes.csv,alta,Edad superior al máximo razonable permitido.
EXP-000200,PAD-03,voter_id,V002097,01_padron_votantes.csv,alta,Edad superior al máximo razonable permitido.
EXP-000201,PAD-03,voter_id,V002756,01_padron_votantes.csv,alta,Edad superior al máximo razonable permitido.
EXP-000202,PAD-03,voter_id,V001024,01_padron_votantes.csv,alta,Edad superior al máximo razonable permitido.
EXP-000203,PAD-03,voter_id,V004507,01_padron_votantes.csv,alta,Edad superior al máximo razonable permitido.
EXP-000204,PAD-03,voter_id,V002525,01_padron_votantes.csv,alta,Edad superior al máximo razonable permitido.
EXP-000205,PAD-03,voter_id,V003868,01_padron_votantes.csv,alta,Edad superior al máximo razonable permitido.
EXP-000206,PAD-03,voter_id,V001958,01_padron_votantes.csv,alta,Edad superior al máximo razonable permitido.
EXP-000207,PAD-03,voter_id,V002546,01_padron_votantes.csv,alta,Edad superior al máximo razonable permitido.
EXP-000208,PAD-03,voter_id,V000907,01_padron_votantes.csv,alta,Edad superior al máximo razonable permitido.
EXP-000209,PAD-03,voter_id,V001360,01_padron_votantes.csv,alta,Edad superior al máximo razonable permitido.
EXP-000210,PAD-03,voter_id,V001485,01_padron_votantes.csv,alta,Edad superior al máximo razonable permitido.
EXP-000211,PAD-03,voter_id,V001891,01_padron_votantes.csv,alta,Edad superior al máximo razonable permitido.
EXP-000212,PAD-03,voter_id,V001627,01_padron_votantes.csv,alta,Edad superior al máximo razonable permitido.
EXP-000213,PAD-03,voter_id,V004338,01_padron_votantes.csv,alta,Edad superior al máximo razonable permitido.
EXP-000214,PAD-03,voter_id,V004808,01_padron_votantes.csv,alta,Edad superior al máximo razonable permitido.
EXP-000215,PAD-03,voter_id,V003476,01_padron_votantes.csv,alta,Edad superior al máximo razonable permitido.
EXP-000216,PAD-03,voter_id,V004448,01_padron_votantes.csv,alta,Edad superior al máximo razonable permitido.
EXP-000217,PAD-03,voter_id,V001134,01_padron_votantes.csv,alta,Edad superior al máximo razonable permitido.
EXP-000218,PAD-03,voter_id,V001092,01_padron_votantes.csv,alta,Edad superior al máximo razonable permitido.
EXP-000219,PAD-03,voter_id,V000642,01_padron_votantes.csv,alta,Edad superior al máximo razonable permitido.
EXP-000220,PAD-03,voter_id,V001589,01_padron_votantes.csv,alta,Edad superior al máximo razonable permitido.
EXP-000221,PAD-03,voter_id,V003652,01_padron_votantes.csv,alta,Edad superior al máximo razonable permitido.
EXP-000222,PAD-03,voter_id,V004126,01_padron_votantes.csv,alta,Edad superior al máximo razonable permitido.
EXP-000223,PAD-03,voter_id,V002452,01_padron_votantes.csv,alta,Edad superior al máximo razonable permitido.
EXP-000224,PAD-03,voter_id,V000463,01_padron_votantes.csv,alta,Edad superior al máximo razonable permitido.
EXP-000225,PAD-03,voter_id,V000495,01_padron_votantes.csv,alta,Edad superior al máximo razonable permitido.
EXP-000226,PAD-04,voter_id,V002652,01_padron_votantes.csv,critica,Documento cancelado marcado como habilitado.
EXP-000227,PAD-04,voter_id,V004617,01_padron_votantes.csv,critica,Documento cancelado marcado como habilitado.
EXP-000228,PAD-04,voter_id,V000896,01_padron_votantes.csv,critica,Documento cancelado marcado como habilitado.
EXP-000229,PAD-04,voter_id,V001386,01_padron_votantes.csv,critica,Documento cancelado marcado como habilitado.
EXP-000230,PAD-04,voter_id,V002342,01_padron_votantes.csv,critica,Documento cancelado marcado como habilitado.
EXP-000231,PAD-04,voter_id,V004138,01_padron_votantes.csv,critica,Documento cancelado marcado como habilitado.
EXP-000232,PAD-04,voter_id,V002685,01_padron_votantes.csv,critica,Documento cancelado marcado como habilitado.
EXP-000233,PAD-04,voter_id,V002155,01_padron_votantes.csv,critica,Documento cancelado marcado como habilitado.
EXP-000234,PAD-04,voter_id,V004826,01_padron_votantes.csv,critica,Documento cancelado marcado como habilitado.
EXP-000235,PAD-04,voter_id,V004183,01_padron_votantes.csv,critica,Documento cancelado marcado como habilitado.
EXP-000236,PAD-04,voter_id,V003244,01_padron_votantes.csv,critica,Documento cancelado marcado como habilitado.
EXP-000237,PAD-04,voter_id,V004141,01_padron_votantes.csv,critica,Documento cancelado marcado como habilitado.
EXP-000238,PAD-04,voter_id,V001609,01_padron_votantes.csv,critica,Documento cancelado marcado como habilitado.
EXP-000239,PAD-04,voter_id,V003864,01_padron_votantes.csv,critica,Documento cancelado marcado como habilitado.
EXP-000240,PAD-04,voter_id,V004121,01_padron_votantes.csv,critica,Documento cancelado marcado como habilitado.
EXP-000241,PAD-04,voter_id,V000507,01_padron_votantes.csv,critica,Documento cancelado marcado como habilitado.
EXP-000242,PAD-04,voter_id,V000631,01_padron_votantes.csv,critica,Documento cancelado marcado como habilitado.
EXP-000243,PAD-04,voter_id,V002829,01_padron_votantes.csv,critica,Documento cancelado marcado como habilitado.
EXP-000244,PAD-04,voter_id,V002743,01_padron_votantes.csv,critica,Documento cancelado marcado como habilitado.
EXP-000245,PAD-04,voter_id,V000822,01_padron_votantes.csv,critica,Documento cancelado marcado como habilitado.
EXP-000246,PAD-04,voter_id,V002345,01_padron_votantes.csv,critica,Documento cancelado marcado como habilitado.
EXP-000247,PAD-04,voter_id,V003829,01_padron_votantes.csv,critica,Documento cancelado marcado como habilitado.
EXP-000248,PAD-04,voter_id,V004851,01_padron_votantes.csv,critica,Documento cancelado marcado como habilitado.
EXP-000249,PAD-04,voter_id,V003296,01_padron_votantes.csv,critica,Documento cancelado marcado como habilitado.
EXP-000250,PAD-04,voter_id,V001309,01_padron_votantes.csv,critica,Documento cancelado marcado como habilitado.
EXP-000251,PAD-04,voter_id,V003699,01_padron_votantes.csv,critica,Documento cancelado marcado como habilitado.
EXP-000252,PAD-04,voter_id,V002951,01_padron_votantes.csv,critica,Documento cancelado marcado como habilitado.
EXP-000253,PAD-04,voter_id,V000043,01_padron_votantes.csv,critica,Documento cancelado marcado como habilitado.
EXP-000254,PAD-04,voter_id,V002795,01_padron_votantes.csv,critica,Documento cancelado marcado como habilitado.
EXP-000255,PAD-04,voter_id,V004940,01_padron_votantes.csv,critica,Documento cancelado marcado como habilitado.
