evento_id,timestamp,usuario_id,rol_usuario,accion,recurso,mesa_id,zona_id,resultado_accion,ip_origen,requiere_aprobacion,aprobado_por,hash_antes,hash_despues
EVT-0000018,2026-06-03 13:40:00,USR-0022,JURADO_MESA,login,sistema_electoral,MESA-010,ZONA-10,exito,10.124.100.118,0,,fd63a0ab70136308,fd63a0ab70136308
EVT-0000019,2026-06-03 10:20:00,USR-0012,JURADO_MESA,logout,sistema_electoral,MESA-046,ZONA-01,exito,10.247.28.115,0,,3a298f0de824d485,3a298f0de824d485
EVT-0000020,2026-06-03 09:26:00,USR-0036,SUPERVISOR_ESCRUTINIO,consultar_alertas,sistema_electoral,MESA-049,ZONA-04,exito,10.21.192.17,0,,cb9f1099c14ccbdf,cb9f1099c14ccbdf
EVT-0000021,2026-06-03 16:21:00,USR-0049,ANALISTA_SEGURIDAD,consultar_alertas,sistema_electoral,MESA-044,ZONA-09,exito,10.206.19.116,0,,68939101a5f64060,68939101a5f64060
EVT-0000022,2026-06-03 06:31:00,USR-0048,ANALISTA_SEGURIDAD,exportar_reporte,sistema_electoral,MESA-023,ZONA-03,fallido,10.226.115.44,0,,ae050925676d755b,ae050925676d755b
EVT-0000023,2026-06-03 07:32:00,USR-0022,JURADO_MESA,login,sistema_electoral,MESA-078,ZONA-03,exito,10.114.78.187,0,,0a16c7cd582d7420,0a16c7cd582d7420
EVT-0000024,2026-06-03 10:27:00,USR-0005,OPERADOR_PADRON,consultar_alertas,sistema_electoral,MESA-013,ZONA-03,exito,10.242.76.76,0,,be8d024a7137f56c,be8d024a7137f56c
EVT-0000025,2026-06-03 19:04:00,USR-0042,OPERADOR_TECNICO,consultar_alertas,sistema_electoral,MESA-047,ZONA-02,fallido,10.147.122.129,0,,a1eda975d365ea07,a1eda975d365ea07
EVT-0000026,2026-06-03 14:48:00,USR-0034,CLASIFICADOR_MANUAL,logout,sistema_electoral,MESA-023,ZONA-03,exito,10.186.199.62,0,,1d180af151e332fe,1d180af151e332fe
EVT-0000027,2026-06-03 11:07:00,USR-0005,OPERADOR_PADRON,login,sistema_electoral,MESA-065,ZONA-05,exito,10.220.101.64,0,,2227d8bb9eb29d5a,2227d8bb9eb29d5a
EVT-0000028,2026-06-03 15:30:00,USR-0046,OPERADOR_TECNICO,logout,sistema_electoral,MESA-024,ZONA-04,exito,10.22.69.221,0,,9009882794e905d5,9009882794e905d5
EVT-0000029,2026-06-03 13:37:00,USR-0040,SUPERVISOR_ESCRUTINIO,modificar_resultado,sistema_electoral,MESA-012,ZONA-02,exito,10.247.190.52,1,USR-0053,918c087503ec486c,67ccf665115e86db
EVT-0000030,2026-06-03 17:24:00,USR-0046,OPERADOR_TECNICO,generar_hash,sistema_electoral,MESA-078,ZONA-03,exito,10.181.36.179,0,,578b4c46197b8c6a,578b4c46197b8c6a
EVT-0000031,2026-06-03 14:43:00,USR-0032,CLASIFICADOR_MANUAL,consultar_alertas,sistema_electoral,MESA-005,ZONA-05,exito,10.174.217.228,0,,a01a0a723e30f141,a01a0a723e30f141
EVT-0000032,2026-06-03 06:40:00,USR-0009,OPERADOR_PADRON,logout,sistema_electoral,MESA-018,ZONA-08,fallido,10.117.247.20,0,,147c767a3da6b14c,147c767a3da6b14c
EVT-0000033,2026-06-03 16:23:00,USR-0005,OPERADOR_PADRON,logout,sistema_electoral,MESA-003,ZONA-03,exito,10.148.97.138,0,,6aeefeaf33ff41d3,6aeefeaf33ff41d3
EVT-0000034,2026-06-03 07:03:00,USR-0010,OPERADOR_PADRON,consultar_alertas,sistema_electoral,MESA-045,ZONA-10,exito,10.24.41.161,0,,d29f793a2d324bbd,d29f793a2d324bbd
EVT-0000035,2026-06-03 17:58:00,USR-0050,ANALISTA_SEGURIDAD,consultar_alertas,sistema_electoral,MESA-040,ZONA-05,exito,10.79.241.138,0,,415ad179ed61d943,415ad179ed61d943
EVT-0000036,2026-06-03 17:16:00,USR-0016,JURADO_MESA,login,sistema_electoral,MESA-075,ZONA-05,exito,10.151.11.74,0,,4cf55cb9ed2f5a13,4cf55cb9ed2f5a13
EVT-0000037,2026-06-03 17:01:00,USR-0047,ANALISTA_SEGURIDAD,consultar_alertas,sistema_electoral,MESA-014,ZONA-04,exito,10.118.214.37,0,,629c00f6dbae20af,629c00f6dbae20af
EVT-0000038,2026-06-03 06:00:00,USR-0055,AUDITOR,exportar_reporte,sistema_electoral,MESA-008,ZONA-08,exito,10.11.225.80,0,,76d2647e2f5ceed7,76d2647e2f5ceed7
EVT-0000039,2026-06-03 13:57:00,USR-0050,ANALISTA_SEGURIDAD,logout,sistema_electoral,MESA-017,ZONA-07,exito,10.144.129.63,0,,3b6566e31f571c0a,3b6566e31f571c0a
EVT-0000040,2026-06-03 06:03:00,USR-0051,AUDITOR,logout,sistema_electoral,MESA-061,ZONA-01,exito,10.126.189.82,0,,fd953deac5748c42,fd953deac5748c42
EVT-0000041,2026-06-03 11:55:00,USR-0036,SUPERVISOR_ESCRUTINIO,login,sistema_electoral,MESA-040,ZONA-05,exito,10.130.195.220,0,,39b5d3f41e4da285,39b5d3f41e4da285
EVT-0000042,2026-06-03 11:15:00,USR-0034,CLASIFICADOR_MANUAL,login,sistema_electoral,MESA-020,ZONA-10,exito,10.211.105.37,0,,f8a5999a757fe814,f8a5999a757fe814
EVT-0000043,2026-06-03 08:02:00,USR-0015,JURADO_MESA,registrar_checkin,sistema_electoral,MESA-027,ZONA-02,exito,10.106.248.65,0,,e0a9a039ba2e7168,e0a9a039ba2e7168
EVT-0000044,2026-06-03 15:27:00,USR-0011,JURADO_MESA,login,sistema_electoral,MESA-054,ZONA-04,exito,10.185.3.45,0,,f252f57b8616880f,f252f57b8616880f
EVT-0000045,2026-06-03 11:27:00,USR-0017,JURADO_MESA,login,sistema_electoral,MESA-074,ZONA-04,exito,10.33.119.98,0,,f22fe7dfff973b05,f22fe7dfff973b05
EVT-0000046,2026-06-03 10:40:00,USR-0043,OPERADOR_TECNICO,generar_hash,sistema_electoral,MESA-009,ZONA-09,exito,10.124.65.235,0,,8b55d93717ad2978,8b55d93717ad2978
EVT-0000047,2026-06-03 07:56:00,USR-0004,OPERADOR_PADRON,actualizar_padron,sistema_electoral,MESA-062,ZONA-02,exito,10.81.102.123,0,,cadf4dac7a55496a,cadf4dac7a55496a
EVT-0000048,2026-06-03 06:29:00,USR-0025,JURADO_MESA,logout,sistema_electoral,MESA-033,ZONA-08,exito,10.100.146.130,0,,ec412d0ca6b40252,ec412d0ca6b40252
EVT-0000049,2026-06-03 11:26:00,USR-0008,OPERADOR_PADRON,login,sistema_electoral,MESA-005,ZONA-05,exito,10.59.178.231,0,,d20d4e4b1128660f,d20d4e4b1128660f
EVT-0000050,2026-06-03 10:22:00,USR-0029,CLASIFICADOR_MANUAL,consultar_alertas,sistema_electoral,MESA-066,ZONA-06,exito,10.196.121.145,0,,e407c1c3dbd3b3ca,e407c1c3dbd3b3ca
EVT-0000051,2026-06-03 17:48:00,USR-0001,ADMIN_ELECTORAL,login,sistema_electoral,MESA-048,ZONA-03,exito,10.230.229.13,0,,d3b48420dd7f6402,d3b48420dd7f6402
EVT-0000052,2026-06-03 07:40:00,USR-0048,ANALISTA_SEGURIDAD,logout,sistema_electoral,MESA-043,ZONA-08,exito,10.223.40.143,0,,171d2de77e4b613b,171d2de77e4b613b
EVT-0000053,2026-06-03 13:20:00,USR-0028,CLASIFICADOR_MANUAL,logout,sistema_electoral,MESA-023,ZONA-03,exito,10.203.221.123,0,,21de5c2a0a3b64fa,21de5c2a0a3b64fa
EVT-0000054,2026-06-03 09:54:00,USR-0021,JURADO_MESA,login,sistema_electoral,MESA-006,ZONA-06,exito,10.20.86.168,0,,7452b6e471b61d31,7452b6e471b61d31
EVT-0000055,2026-06-03 16:32:00,USR-0019,JURADO_MESA,registrar_checkin,sistema_electoral,MESA-069,ZONA-09,exito,10.182.36.246,0,,d4b142ae30648a46,d4b142ae30648a46
EVT-0000056,2026-06-03 07:51:00,USR-0033,CLASIFICADOR_MANUAL,consultar_alertas,sistema_electoral,MESA-076,ZONA-01,exito,10.251.200.30,0,,cb4e5a311308bb9f,cb4e5a311308bb9f
EVT-0000057,2026-06-03 08:14:00,USR-0023,JURADO_MESA,logout,sistema_electoral,MESA-017,ZONA-07,exito,10.9.34.227,0,,8ea1664141fa2397,8ea1664141fa2397
EVT-0000058,2026-06-03 15:26:00,USR-0007,OPERADOR_PADRON,login,sistema_electoral,MESA-039,ZONA-04,exito,10.79.113.12,0,,1bc9278283684a4e,1bc9278283684a4e
EVT-0000059,2026-06-03 06:57:00,USR-0020,JURADO_MESA,logout,sistema_electoral,MESA-072,ZONA-02,exito,10.187.68.17,0,,2f033f038abd8efb,2f033f038abd8efb
EVT-0000060,2026-06-03 18:14:00,USR-0044,OPERADOR_TECNICO,exportar_reporte,sistema_electoral,MESA-034,ZONA-09,exito,10.191.190.190,0,,a116b9c3b6eb5628,a116b9c3b6eb5628
EVT-0000061,2026-06-03 14:49:00,USR-0028,CLASIFICADOR_MANUAL,consultar_alertas,sistema_electoral,MESA-026,ZONA-01,exito,10.163.145.209,0,,36aa6ce02e25f696,36aa6ce02e25f696
EVT-0000062,2026-06-03 09:01:00,USR-0008,OPERADOR_PADRON,login,sistema_electoral,MESA-035,ZONA-10,exito,10.15.85.252,0,,9704b49acbae7453,9704b49acbae7453
EVT-0000063,2026-06-03 14:45:00,USR-0049,ANALISTA_SEGURIDAD,logout,sistema_electoral,MESA-072,ZONA-02,exito,10.92.217.92,0,,c49fa03ab3db4867,c49fa03ab3db4867
EVT-0000064,2026-06-03 07:39:00,USR-0056,SERVICIO_SISTEMA,generar_hash,sistema_electoral,MESA-028,ZONA-03,exito,10.168.190.182,0,,5c20452da66aefdb,5c20452da66aefdb
EVT-0000065,2026-06-03 17:39:00,USR-0001,ADMIN_ELECTORAL,logout,sistema_electoral,MESA-003,ZONA-03,exito,10.254.154.27,0,,23f79094d07a4fe2,23f79094d07a4fe2
EVT-0000066,2026-06-03 10:52:00,USR-0059,SERVICIO_SISTEMA,publicar_reporte,sistema_electoral,MESA-006,ZONA-06,exito,10.74.96.69,0,,2f03b81f9db8435d,2f03b81f9db8435d
EVT-0000067,2026-06-03 08:33:00,USR-0015,JURADO_MESA,login,sistema_electoral,MESA-001,ZONA-01,exito,10.80.205.222,0,,298dc08784a9b446,298dc08784a9b446
EVT-0000068,2026-06-03 08:00:00,USR-0022,JURADO_MESA,registrar_checkin,sistema_electoral,MESA-073,ZONA-03,exito,10.149.4.145,0,,ec51f8b5fd9e7cac,ec51f8b5fd9e7cac
EVT-0000069,2026-06-03 14:22:00,USR-0031,CLASIFICADOR_MANUAL,login,sistema_electoral,MESA-054,ZONA-04,exito,10.6.225.116,0,,22b403502a72f371,22b403502a72f371
EVT-0000070,2026-06-03 07:46:00,USR-0016,JURADO_MESA,registrar_checkin,sistema_electoral,MESA-035,ZONA-10,fallido,10.50.27.217,0,,45f3d131bc3556aa,45f3d131bc3556aa
EVT-0000071,2026-06-03 07:22:00,USR-0007,OPERADOR_PADRON,consultar_alertas,sistema_electoral,MESA-056,ZONA-06,exito,10.14.108.15,0,,d9a6be7d56c9aa38,d9a6be7d56c9aa38
EVT-0000072,2026-06-03 17:01:00,USR-0019,JURADO_MESA,registrar_checkin,sistema_electoral,MESA-029,ZONA-04,exito,10.190.178.169,0,,7184459be5499600,7184459be5499600
EVT-0000073,2026-06-03 08:40:00,USR-0004,OPERADOR_PADRON,logout,sistema_electoral,MESA-021,ZONA-01,exito,10.83.102.124,0,,205f5cbea694cf32,205f5cbea694cf32
EVT-0000074,2026-06-03 10:01:00,USR-0046,OPERADOR_TECNICO,login,sistema_electoral,MESA-004,ZONA-04,exito,10.186.132.75,0,,0273dcf6ca40f66d,0273dcf6ca40f66d
EVT-0000075,2026-06-03 14:34:00,USR-0016,JURADO_MESA,login,sistema_electoral,MESA-004,ZONA-04,exito,10.247.36.151,0,,9cb84b4e56805094,9cb84b4e56805094
EVT-0000076,2026-06-03 08:42:00,USR-0015,JURADO_MESA,registrar_checkin,sistema_electoral,MESA-080,ZONA-05,exito,10.29.61.190,0,,59fbb3d179343914,59fbb3d179343914
EVT-0000077,2026-06-03 14:50:00,USR-0020,JURADO_MESA,registrar_checkin,sistema_electoral,MESA-031,ZONA-06,exito,10.208.123.62,0,,d6921feab3f0c978,d6921feab3f0c978
EVT-0000078,2026-06-03 07:11:00,USR-0010,OPERADOR_PADRON,actualizar_padron,sistema_electoral,MESA-072,ZONA-02,exito,10.114.217.35,0,,5713fe8ce62f3822,5713fe8ce62f3822
EVT-0000079,2026-06-03 13:33:00,USR-0056,SERVICIO_SISTEMA,generar_hash,sistema_electoral,MESA-042,ZONA-07,exito,10.61.167.242,0,,0399397d9fb0665c,0399397d9fb0665c
EVT-0000080,2026-06-03 18:28:00,USR-0028,CLASIFICADOR_MANUAL,logout,sistema_electoral,MESA-016,ZONA-06,exito,10.170.16.121,0,,94dcd6653d4af7ea,94dcd6653d4af7ea
EVT-0000081,2026-06-03 15:59:00,USR-0055,AUDITOR,exportar_reporte,sistema_electoral,MESA-054,ZONA-04,exito,10.63.200.119,0,,ec9f98f4ed643b3a,ec9f98f4ed643b3a
EVT-0000082,2026-06-03 10:46:00,USR-0017,JURADO_MESA,consultar_alertas,sistema_electoral,MESA-072,ZONA-02,exito,10.183.129.166,0,,5032df66751f48f6,5032df66751f48f6
EVT-0000083,2026-06-03 18:22:00,USR-0020,JURADO_MESA,modificar_resultado,sistema_electoral,MESA-036,ZONA-01,exito,10.79.160.82,1,,c97dc513a1e0d2d8,c97dc513a1e0d2d8
EVT-0000084,2026-06-03 16:51:00,USR-0035,CLASIFICADOR_MANUAL,clasificar_voto,sistema_electoral,MESA-019,ZONA-09,exito,10.66.172.86,0,,0c40d4508bed4f93,0c40d4508bed4f93
EVT-0000085,2026-06-03 17:49:00,USR-0023,JURADO_MESA,login,sistema_electoral,MESA-068,ZONA-08,exito,10.132.7.76,0,,e826210d2c76024d,e826210d2c76024d
EVT-0000086,2026-06-03 14:38:00,USR-0047,ANALISTA_SEGURIDAD,consultar_alertas,sistema_electoral,MESA-073,ZONA-03,fallido,10.22.155.252,0,,7af7b522ad9d26fe,7af7b522ad9d26fe
EVT-0000087,2026-06-03 15:09:00,USR-0005,OPERADOR_PADRON,actualizar_padron,sistema_electoral,MESA-008,ZONA-08,exito,10.168.100.205,0,,3ca737ba67aa8bfa,3ca737ba67aa8bfa
EVT-0000088,2026-06-03 07:55:00,USR-0034,CLASIFICADOR_MANUAL,login,sistema_electoral,MESA-012,ZONA-02,exito,10.32.69.209,0,,21bb191ab02aced7,21bb191ab02aced7
EVT-0000089,2026-06-03 07:26:00,USR-0010,OPERADOR_PADRON,consultar_alertas,sistema_electoral,MESA-005,ZONA-05,exito,10.40.166.200,0,,1428f101433fcea9,1428f101433fcea9
EVT-0000090,2026-06-03 18:45:00,USR-0042,OPERADOR_TECNICO,login,sistema_electoral,MESA-013,ZONA-03,exito,10.40.249.248,0,,ad9dd78d79f58bd2,ad9dd78d79f58bd2
EVT-0000091,2026-06-03 09:51:00,USR-0021,JURADO_MESA,registrar_checkin,sistema_electoral,MESA-008,ZONA-08,exito,10.135.125.239,0,,aa70fdc91e5d4007,aa70fdc91e5d4007
EVT-0000092,2026-06-03 09:57:00,USR-0058,SERVICIO_SISTEMA,generar_hash,sistema_electoral,MESA-074,ZONA-04,exito,10.163.102.24,0,,fae27c87896e3add,fae27c87896e3add
EVT-0000093,2026-06-03 09:29:00,USR-0030,CLASIFICADOR_MANUAL,logout,sistema_electoral,MESA-037,ZONA-02,exito,10.231.207.56,0,,7195133b0b3e3906,7195133b0b3e3906
EVT-0000094,2026-06-03 16:00:00,USR-0024,JURADO_MESA,consultar_alertas,sistema_electoral,MESA-060,ZONA-10,exito,10.89.41.89,0,,0c3ec7eee00a9de7,0c3ec7eee00a9de7
EVT-0000095,2026-06-03 13:52:00,USR-0029,CLASIFICADOR_MANUAL,consultar_alertas,sistema_electoral,MESA-071,ZONA-01,exito,10.248.108.152,0,,a5a644fa3f2fad9a,a5a644fa3f2fad9a
EVT-0000096,2026-06-03 08:29:00,USR-0052,AUDITOR,exportar_reporte,sistema_electoral,MESA-022,ZONA-02,exito,10.84.84.135,0,,ff01356d2546415f,ff01356d2546415f
EVT-0000097,2026-06-03 12:34:00,USR-0008,OPERADOR_PADRON,consultar_alertas,sistema_electoral,MESA-017,ZONA-07,exito,10.102.139.43,0,,dfaaac5275cf0737,dfaaac5275cf0737
EVT-0000098,2026-06-03 06:30:00,USR-0010,OPERADOR_PADRON,login,sistema_electoral,MESA-046,ZONA-01,exito,10.154.202.225,0,,673b2dffb15596ac,673b2dffb15596ac
EVT-0000099,2026-06-03 14:03:00,USR-0028,CLASIFICADOR_MANUAL,clasificar_voto,sistema_electoral,MESA-017,ZONA-07,exito,10.64.20.79,0,,fade9fa41e04360d,fade9fa41e04360d
EVT-0000100,2026-06-03 09:09:00,USR-0049,ANALISTA_SEGURIDAD,logout,sistema_electoral,MESA-037,ZONA-02,fallido,10.54.35.104,0,,f471a4f1546d7d94,f471a4f1546d7d94
EVT-0000101,2026-06-03 11:58:00,USR-0028,CLASIFICADOR_MANUAL,logout,sistema_electoral,MESA-014,ZONA-04,fallido,10.9.105.94,0,,70e5d2212441accf,70e5d2212441accf
EVT-0000102,2026-06-03 18:01:00,USR-0059,SERVICIO_SISTEMA,generar_hash,sistema_electoral,MESA-023,ZONA-03,exito,10.90.204.159,0,,86e77e8260219e39,86e77e8260219e39
EVT-0000103,2026-06-03 10:14:00,USR-0015,JURADO_MESA,login,sistema_electoral,MESA-002,ZONA-02,exito,10.176.236.130,0,,f0611d404681c2b2,f0611d404681c2b2
EVT-0000104,2026-06-03 16:15:00,USR-0023,JURADO_MESA,login,sistema_electoral,MESA-036,ZONA-01,exito,10.125.23.124,0,,f509e8300c1590d7,f509e8300c1590d7
EVT-0000105,2026-06-03 14:37:00,USR-0052,AUDITOR,exportar_reporte,sistema_electoral,MESA-027,ZONA-02,exito,10.150.190.139,0,,53413907007d73b6,53413907007d73b6
EVT-0000106,2026-06-03 16:33:00,USR-0032,CLASIFICADOR_MANUAL,modificar_resultado,sistema_electoral,MESA-031,ZONA-06,exito,10.173.210.56,0,,6626ef5a29611533,f33425b0ade831e3
EVT-0000107,2026-06-03 17:23:00,USR-0024,JURADO_MESA,login,sistema_electoral,MESA-026,ZONA-01,fallido,10.216.129.229,0,,3d73a145b5a8926e,3d73a145b5a8926e
EVT-0000108,2026-06-03 14:35:00,USR-0009,OPERADOR_PADRON,logout,sistema_electoral,MESA-075,ZONA-05,exito,10.203.87.238,0,,c03e5245e0ff7f54,c03e5245e0ff7f54
EVT-0000109,2026-06-03 09:59:00,USR-0019,JURADO_MESA,logout,sistema_electoral,MESA-069,ZONA-09,exito,10.42.196.193,0,,89cba93742900ead,89cba93742900ead
EVT-0000110,2026-06-03 15:11:00,USR-0017,JURADO_MESA,registrar_checkin,sistema_electoral,MESA-068,ZONA-08,exito,10.135.130.215,0,,c1e995a48eb67fd5,c1e995a48eb67fd5
EVT-0000111,2026-06-03 16:31:00,USR-0014,JURADO_MESA,consultar_alertas,sistema_electoral,MESA-044,ZONA-09,exito,10.243.56.76,0,,e8ff30a9d1d02012,e8ff30a9d1d02012
EVT-0000112,2026-06-03 19:03:00,USR-0003,OPERADOR_PADRON,login,sistema_electoral,MESA-080,ZONA-05,exito,10.6.207.177,0,,f1d06b3c89254267,f1d06b3c89254267
EVT-0000113,2026-06-03 08:37:00,USR-0029,CLASIFICADOR_MANUAL,clasificar_voto,sistema_electoral,MESA-035,ZONA-10,exito,10.18.62.9,0,,1c8221b850353108,1c8221b850353108
EVT-0000114,2026-06-03 16:25:00,USR-0037,SUPERVISOR_ESCRUTINIO,cargar_resultado,sistema_electoral,MESA-038,ZONA-03,exito,10.76.130.209,0,,c7368de6e635dcd1,c7368de6e635dcd1
EVT-0000115,2026-06-03 18:56:00,USR-0056,SERVICIO_SISTEMA,publicar_reporte,sistema_electoral,MESA-035,ZONA-10,exito,10.94.145.62,0,,3736e78374894c6c,3736e78374894c6c
EVT-0000116,2026-06-03 13:46:00,USR-0036,SUPERVISOR_ESCRUTINIO,login,sistema_electoral,MESA-076,ZONA-01,exito,10.236.115.254,0,,cf4a82297c1cafb7,cf4a82297c1cafb7
EVT-0000117,2026-06-03 17:35:00,USR-0037,SUPERVISOR_ESCRUTINIO,logout,sistema_electoral,MESA-034,ZONA-09,exito,10.80.182.101,0,,61ff6c1d24a8e006,61ff6c1d24a8e006
EVT-0000118,2026-06-03 16:56:00,USR-0040,SUPERVISOR_ESCRUTINIO,aprobar_correccion,sistema_electoral,MESA-061,ZONA-01,exito,10.216.6.192,1,USR-0030,f6a96926e51140e1,f6a96926e51140e1
EVT-0000119,2026-06-03 16:02:00,USR-0014,JURADO_MESA,registrar_checkin,sistema_electoral,MESA-002,ZONA-02,exito,10.20.13.55,0,,05148cee4fc13044,05148cee4fc13044
EVT-0000120,2026-06-03 14:14:00,USR-0043,OPERADOR_TECNICO,consultar_alertas,sistema_electoral,MESA-041,ZONA-06,exito,10.227.101.19,0,,ca1442e14f03622c,ca1442e14f03622c
EVT-0000121,2026-06-03 15:42:00,USR-0002,ADMIN_ELECTORAL,modificar_resultado,sistema_electoral,MESA-015,ZONA-05,exito,10.94.58.31,1,USR-0045,8a6a15cfcf85a1c0,b6eaa6a7ee2439c7
EVT-0000122,2026-06-03 07:43:00,USR-0047,ANALISTA_SEGURIDAD,logout,sistema_electoral,MESA-020,ZONA-10,fallido,10.98.214.155,0,,36aae844ee63050c,36aae844ee63050c
EVT-0000123,2026-06-03 15:26:00,USR-0009,OPERADOR_PADRON,logout,sistema_electoral,MESA-031,ZONA-06,exito,10.116.109.173,0,,3c5cf514077dd9b2,3c5cf514077dd9b2
EVT-0000124,2026-06-03 15:13:00,USR-0009,OPERADOR_PADRON,actualizar_padron,sistema_electoral,MESA-028,ZONA-03,exito,10.48.186.27,0,,09146421cf81144c,09146421cf81144c
EVT-0000125,2026-06-03 17:17:00,USR-0058,SERVICIO_SISTEMA,publicar_reporte,sistema_electoral,MESA-077,ZONA-02,exito,10.181.205.96,0,,c33dea09e153ed3c,c33dea09e153ed3c
EVT-0000126,2026-06-03 18:27:00,USR-0042,OPERADOR_TECNICO,login,sistema_electoral,MESA-079,ZONA-04,exito,10.163.205.118,0,,4ef273e1529e9fa4,4ef273e1529e9fa4
EVT-0000127,2026-06-03 09:53:00,USR-0002,ADMIN_ELECTORAL,cargar_resultado,sistema_electoral,MESA-018,ZONA-08,exito,10.249.125.111,0,,aed0ff9c4d639b37,aed0ff9c4d639b37
EVT-0000128,2026-06-03 19:11:00,USR-0037,SUPERVISOR_ESCRUTINIO,login,sistema_electoral,MESA-059,ZONA-09,exito,10.181.35.73,0,,f85a5b5411cdbdda,f85a5b5411cdbdda
EVT-0000129,2026-06-03 14:38:00,USR-0042,OPERADOR_TECNICO,login,sistema_electoral,MESA-059,ZONA-09,exito,10.128.23.7,0,,ae13a6dbe6fb5791,ae13a6dbe6fb5791
EVT-0000130,2026-06-03 11:11:00,USR-0007,OPERADOR_PADRON,logout,sistema_electoral,MESA-049,ZONA-04,fallido,10.148.229.6,0,,11af6d98c74ea8f7,11af6d98c74ea8f7
EVT-0000131,2026-06-03 13:54:00,USR-0007,OPERADOR_PADRON,actualizar_padron,sistema_electoral,MESA-051,ZONA-01,exito,10.201.190.89,0,,edc6be3c0a1895f3,edc6be3c0a1895f3
EVT-0000132,2026-06-03 06:41:00,USR-0022,JURADO_MESA,logout,sistema_electoral,MESA-001,ZONA-01,exito,10.13.101.155,0,,817ece748ab2bb6b,817ece748ab2bb6b
EVT-0000133,2026-06-03 15:51:00,USR-0039,SUPERVISOR_ESCRUTINIO,login,sistema_electoral,MESA-033,ZONA-08,exito,10.78.238.4,0,,8cd59213d326a76b,8cd59213d326a76b
