alerta_id,codigo_alerta,severidad,etapa,entidad_tipo,entidad_id,dataset_origen,descripcion,evidencia,accion_recomendada,score
DET-PAD-01-000016,PAD-01,critica,Padrón y elegibilidad,voter_id,V001821,01_padron_votantes.csv,Persona fallecida aparece con voto registrado,condicion_legal=fallecido; voto_registrado=1,Verificar acta de defunción y trazabilidad del check-in.,3
DET-PAD-01-000017,PAD-01,critica,Padrón y elegibilidad,voter_id,V001947,01_padron_votantes.csv,Persona fallecida aparece con voto registrado,condicion_legal=fallecido; voto_registrado=1,Verificar acta de defunción y trazabilidad del check-in.,3
DET-PAD-01-000018,PAD-01,critica,Padrón y elegibilidad,voter_id,V001994,01_padron_votantes.csv,Persona fallecida aparece con voto registrado,condicion_legal=fallecido; voto_registrado=1,Verificar acta de defunción y trazabilidad del check-in.,3
DET-PAD-01-000019,PAD-01,critica,Padrón y elegibilidad,voter_id,V002230,01_padron_votantes.csv,Persona fallecida aparece con voto registrado,condicion_legal=fallecido; voto_registrado=1,Verificar acta de defunción y trazabilidad del check-in.,3
DET-PAD-01-000020,PAD-01,critica,Padrón y elegibilidad,voter_id,V002262,01_padron_votantes.csv,Persona fallecida aparece con voto registrado,condicion_legal=fallecido; voto_registrado=1,Verificar acta de defunción y trazabilidad del check-in.,3
DET-PAD-01-000021,PAD-01,critica,Padrón y elegibilidad,voter_id,V002436,01_padron_votantes.csv,Persona fallecida aparece con voto registrado,condicion_legal=fallecido; voto_registrado=1,Verificar acta de defunción y trazabilidad del check-in.,3
DET-PAD-01-000022,PAD-01,critica,Padrón y elegibilidad,voter_id,V002479,01_padron_votantes.csv,Persona fallecida aparece con voto registrado,condicion_legal=fallecido; voto_registrado=1,Verificar acta de defunción y trazabilidad del check-in.,3
DET-PAD-01-000023,PAD-01,critica,Padrón y elegibilidad,voter_id,V002588,01_padron_votantes.csv,Persona fallecida aparece con voto registrado,condicion_legal=fallecido; voto_registrado=1,Verificar acta de defunción y trazabilidad del check-in.,3
DET-PAD-01-000024,PAD-01,critica,Padrón y elegibilidad,voter_id,V003003,01_padron_votantes.csv,Persona fallecida aparece con voto registrado,condicion_legal=fallecido; voto_registrado=1,Verificar acta de defunción y trazabilidad del check-in.,3
DET-PAD-01-000025,PAD-01,critica,Padrón y elegibilidad,voter_id,V003095,01_padron_votantes.csv,Persona fallecida aparece con voto registrado,condicion_legal=fallecido; voto_registrado=1,Verificar acta de defunción y trazabilidad del check-in.,3
DET-PAD-01-000026,PAD-01,critica,Padrón y elegibilidad,voter_id,V003426,01_padron_votantes.csv,Persona fallecida aparece con voto registrado,condicion_legal=fallecido; voto_registrado=1,Verificar acta de defunción y trazabilidad del check-in.,3
DET-PAD-01-000027,PAD-01,critica,Padrón y elegibilidad,voter_id,V003530,01_padron_votantes.csv,Persona fallecida aparece con voto registrado,condicion_legal=fallecido; voto_registrado=1,Verificar acta de defunción y trazabilidad del check-in.,3
DET-PAD-01-000028,PAD-01,critica,Padrón y elegibilidad,voter_id,V003672,01_padron_votantes.csv,Persona fallecida aparece con voto registrado,condicion_legal=fallecido; voto_registrado=1,Verificar acta de defunción y trazabilidad del check-in.,3
DET-PAD-01-000029,PAD-01,critica,Padrón y elegibilidad,voter_id,V003889,01_padron_votantes.csv,Persona fallecida aparece con voto registrado,condicion_legal=fallecido; voto_registrado=1,Verificar acta de defunción y trazabilidad del check-in.,3
DET-PAD-01-000030,PAD-01,critica,Padrón y elegibilidad,voter_id,V004040,01_padron_votantes.csv,Persona fallecida aparece con voto registrado,condicion_legal=fallecido; voto_registrado=1,Verificar acta de defunción y trazabilidad del check-in.,3
DET-PAD-01-000031,PAD-01,critica,Padrón y elegibilidad,voter_id,V004189,01_padron_votantes.csv,Persona fallecida aparece con voto registrado,condicion_legal=fallecido; voto_registrado=1,Verificar acta de defunción y trazabilidad del check-in.,3
DET-PAD-01-000032,PAD-01,critica,Padrón y elegibilidad,voter_id,V004373,01_padron_votantes.csv,Persona fallecida aparece con voto registrado,condicion_legal=fallecido; voto_registrado=1,Verificar acta de defunción y trazabilidad del check-in.,3
DET-PAD-01-000033,PAD-01,critica,Padrón y elegibilidad,voter_id,V004391,01_padron_votantes.csv,Persona fallecida aparece con voto registrado,condicion_legal=fallecido; voto_registrado=1,Verificar acta de defunción y trazabilidad del check-in.,3
DET-PAD-01-000034,PAD-01,critica,Padrón y elegibilidad,voter_id,V004465,01_padron_votantes.csv,Persona fallecida aparece con voto registrado,condicion_legal=fallecido; voto_registrado=1,Verificar acta de defunción y trazabilidad del check-in.,3
DET-PAD-01-000035,PAD-01,critica,Padrón y elegibilidad,voter_id,V004867,01_padron_votantes.csv,Persona fallecida aparece con voto registrado,condicion_legal=fallecido; voto_registrado=1,Verificar acta de defunción y trazabilidad del check-in.,3
DET-PAD-02-000036,PAD-02,critica,Padrón y elegibilidad,voter_id,V000095,01_padron_votantes.csv,Menor de edad aparece con voto registrado,edad=16; voto_registrado=1,Validar fecha de nacimiento y soporte de identificación.,3
DET-PAD-02-000037,PAD-02,critica,Padrón y elegibilidad,voter_id,V000246,01_padron_votantes.csv,Menor de edad aparece con voto registrado,edad=15; voto_registrado=1,Validar fecha de nacimiento y soporte de identificación.,3
DET-PAD-02-000038,PAD-02,critica,Padrón y elegibilidad,voter_id,V000344,01_padron_votantes.csv,Menor de edad aparece con voto registrado,edad=16; voto_registrado=1,Validar fecha de nacimiento y soporte de identificación.,3
DET-PAD-02-000039,PAD-02,critica,Padrón y elegibilidad,voter_id,V000486,01_padron_votantes.csv,Menor de edad aparece con voto registrado,edad=17; voto_registrado=1,Validar fecha de nacimiento y soporte de identificación.,3
DET-PAD-02-000040,PAD-02,critica,Padrón y elegibilidad,voter_id,V000530,01_padron_votantes.csv,Menor de edad aparece con voto registrado,edad=15; voto_registrado=1,Validar fecha de nacimiento y soporte de identificación.,3
DET-PAD-02-000041,PAD-02,critica,Padrón y elegibilidad,voter_id,V000842,01_padron_votantes.csv,Menor de edad aparece con voto registrado,edad=16; voto_registrado=1,Validar fecha de nacimiento y soporte de identificación.,3
DET-PAD-02-000042,PAD-02,critica,Padrón y elegibilidad,voter_id,V000890,01_padron_votantes.csv,Menor de edad aparece con voto registrado,edad=17; voto_registrado=1,Validar fecha de nacimiento y soporte de identificación.,3
DET-PAD-02-000043,PAD-02,critica,Padrón y elegibilidad,voter_id,V000906,01_padron_votantes.csv,Menor de edad aparece con voto registrado,edad=17; voto_registrado=1,Validar fecha de nacimiento y soporte de identificación.,3
DET-PAD-02-000044,PAD-02,critica,Padrón y elegibilidad,voter_id,V000909,01_padron_votantes.csv,Menor de edad aparece con voto registrado,edad=15; voto_registrado=1,Validar fecha de nacimiento y soporte de identificación.,3
DET-PAD-02-000045,PAD-02,critica,Padrón y elegibilidad,voter_id,V000916,01_padron_votantes.csv,Menor de edad aparece con voto registrado,edad=15; voto_registrado=1,Validar fecha de nacimiento y soporte de identificación.,3
DET-PAD-02-000046,PAD-02,critica,Padrón y elegibilidad,voter_id,V001017,01_padron_votantes.csv,Menor de edad aparece con voto registrado,edad=17; voto_registrado=1,Validar fecha de nacimiento y soporte de identificación.,3
DET-PAD-02-000047,PAD-02,critica,Padrón y elegibilidad,voter_id,V001137,01_padron_votantes.csv,Menor de edad aparece con voto registrado,edad=17; voto_registrado=1,Validar fecha de nacimiento y soporte de identificación.,3
DET-PAD-02-000048,PAD-02,critica,Padrón y elegibilidad,voter_id,V001451,01_padron_votantes.csv,Menor de edad aparece con voto registrado,edad=17; voto_registrado=1,Validar fecha de nacimiento y soporte de identificación.,3
DET-PAD-02-000049,PAD-02,critica,Padrón y elegibilidad,voter_id,V001459,01_padron_votantes.csv,Menor de edad aparece con voto registrado,edad=16; voto_registrado=1,Validar fecha de nacimiento y soporte de identificación.,3
DET-PAD-02-000050,PAD-02,critica,Padrón y elegibilidad,voter_id,V002056,01_padron_votantes.csv,Menor de edad aparece con voto registrado,edad=17; voto_registrado=1,Validar fecha de nacimiento y soporte de identificación.,3
DET-PAD-02-000051,PAD-02,critica,Padrón y elegibilidad,voter_id,V002197,01_padron_votantes.csv,Menor de edad aparece con voto registrado,edad=17; voto_registrado=1,Validar fecha de nacimiento y soporte de identificación.,3
DET-PAD-02-000052,PAD-02,critica,Padrón y elegibilidad,voter_id,V002424,01_padron_votantes.csv,Menor de edad aparece con voto registrado,edad=15; voto_registrado=1,Validar fecha de nacimiento y soporte de identificación.,3
DET-PAD-02-000053,PAD-02,critica,Padrón y elegibilidad,voter_id,V002704,01_padron_votantes.csv,Menor de edad aparece con voto registrado,edad=15; voto_registrado=1,Validar fecha de nacimiento y soporte de identificación.,3
DET-PAD-02-000054,PAD-02,critica,Padrón y elegibilidad,voter_id,V003254,01_padron_votantes.csv,Menor de edad aparece con voto registrado,edad=15; voto_registrado=1,Validar fecha de nacimiento y soporte de identificación.,3
DET-PAD-02-000055,PAD-02,critica,Padrón y elegibilidad,voter_id,V003259,01_padron_votantes.csv,Menor de edad aparece con voto registrado,edad=16; voto_registrado=1,Validar fecha de nacimiento y soporte de identificación.,3
DET-PAD-02-000056,PAD-02,critica,Padrón y elegibilidad,voter_id,V003360,01_padron_votantes.csv,Menor de edad aparece con voto registrado,edad=17; voto_registrado=1,Validar fecha de nacimiento y soporte de identificación.,3
DET-PAD-02-000057,PAD-02,critica,Padrón y elegibilidad,voter_id,V003473,01_padron_votantes.csv,Menor de edad aparece con voto registrado,edad=17; voto_registrado=1,Validar fecha de nacimiento y soporte de identificación.,3
DET-PAD-02-000058,PAD-02,critica,Padrón y elegibilidad,voter_id,V003674,01_padron_votantes.csv,Menor de edad aparece con voto registrado,edad=16; voto_registrado=1,Validar fecha de nacimiento y soporte de identificación.,3
DET-PAD-02-000059,PAD-02,critica,Padrón y elegibilidad,voter_id,V003871,01_padron_votantes.csv,Menor de edad aparece con voto registrado,edad=16; voto_registrado=1,Validar fecha de nacimiento y soporte de identificación.,3
DET-PAD-02-000060,PAD-02,critica,Padrón y elegibilidad,voter_id,V003890,01_padron_votantes.csv,Menor de edad aparece con voto registrado,edad=15; voto_registrado=1,Validar fecha de nacimiento y soporte de identificación.,3
DET-PAD-02-000061,PAD-02,critica,Padrón y elegibilidad,voter_id,V004282,01_padron_votantes.csv,Menor de edad aparece con voto registrado,edad=17; voto_registrado=1,Validar fecha de nacimiento y soporte de identificación.,3
DET-PAD-02-000062,PAD-02,critica,Padrón y elegibilidad,voter_id,V004694,01_padron_votantes.csv,Menor de edad aparece con voto registrado,edad=17; voto_registrado=1,Validar fecha de nacimiento y soporte de identificación.,3
DET-PAD-03-000063,PAD-03,alta,Padrón y elegibilidad,voter_id,V000069,01_padron_votantes.csv,Edad imposible o superior a 115 años,edad=124 > 115,Revisar calidad de datos del padrón y fecha de nacimiento.,2
DET-PAD-03-000064,PAD-03,alta,Padrón y elegibilidad,voter_id,V000325,01_padron_votantes.csv,Edad imposible o superior a 115 años,edad=125 > 115,Revisar calidad de datos del padrón y fecha de nacimiento.,2
DET-PAD-03-000065,PAD-03,alta,Padrón y elegibilidad,voter_id,V000463,01_padron_votantes.csv,Edad imposible o superior a 115 años,edad=116 > 115,Revisar calidad de datos del padrón y fecha de nacimiento.,2
DET-PAD-03-000066,PAD-03,alta,Padrón y elegibilidad,voter_id,V000495,01_padron_votantes.csv,Edad imposible o superior a 115 años,edad=122 > 115,Revisar calidad de datos del padrón y fecha de nacimiento.,2
DET-PAD-03-000067,PAD-03,alta,Padrón y elegibilidad,voter_id,V000642,01_padron_votantes.csv,Edad imposible o superior a 115 años,edad=123 > 115,Revisar calidad de datos del padrón y fecha de nacimiento.,2
DET-PAD-03-000068,PAD-03,alta,Padrón y elegibilidad,voter_id,V000661,01_padron_votantes.csv,Edad imposible o superior a 115 años,edad=126 > 115,Revisar calidad de datos del padrón y fecha de nacimiento.,2
DET-PAD-03-000069,PAD-03,alta,Padrón y elegibilidad,voter_id,V000704,01_padron_votantes.csv,Edad imposible o superior a 115 años,edad=125 > 115,Revisar calidad de datos del padrón y fecha de nacimiento.,2
DET-PAD-03-000070,PAD-03,alta,Padrón y elegibilidad,voter_id,V000907,01_padron_votantes.csv,Edad imposible o superior a 115 años,edad=125 > 115,Revisar calidad de datos del padrón y fecha de nacimiento.,2
DET-PAD-03-000071,PAD-03,alta,Padrón y elegibilidad,voter_id,V000915,01_padron_votantes.csv,Edad imposible o superior a 115 años,edad=125 > 115,Revisar calidad de datos del padrón y fecha de nacimiento.,2
DET-PAD-03-000072,PAD-03,alta,Padrón y elegibilidad,voter_id,V000924,01_padron_votantes.csv,Edad imposible o superior a 115 años,edad=120 > 115,Revisar calidad de datos del padrón y fecha de nacimiento.,2
DET-PAD-03-000073,PAD-03,alta,Padrón y elegibilidad,voter_id,V000989,01_padron_votantes.csv,Edad imposible o superior a 115 años,edad=123 > 115,Revisar calidad de datos del padrón y fecha de nacimiento.,2
DET-PAD-03-000074,PAD-03,alta,Padrón y elegibilidad,voter_id,V001024,01_padron_votantes.csv,Edad imposible o superior a 115 años,edad=122 > 115,Revisar calidad de datos del padrón y fecha de nacimiento.,2
DET-PAD-03-000075,PAD-03,alta,Padrón y elegibilidad,voter_id,V001092,01_padron_votantes.csv,Edad imposible o superior a 115 años,edad=124 > 115,Revisar calidad de datos del padrón y fecha de nacimiento.,2
DET-PAD-03-000076,PAD-03,alta,Padrón y elegibilidad,voter_id,V001134,01_padron_votantes.csv,Edad imposible o superior a 115 años,edad=124 > 115,Revisar calidad de datos del padrón y fecha de nacimiento.,2
DET-PAD-03-000077,PAD-03,alta,Padrón y elegibilidad,voter_id,V001281,01_padron_votantes.csv,Edad imposible o superior a 115 años,edad=121 > 115,Revisar calidad de datos del padrón y fecha de nacimiento.,2
DET-PAD-03-000078,PAD-03,alta,Padrón y elegibilidad,voter_id,V001339,01_padron_votantes.csv,Edad imposible o superior a 115 años,edad=123 > 115,Revisar calidad de datos del padrón y fecha de nacimiento.,2
DET-PAD-03-000079,PAD-03,alta,Padrón y elegibilidad,voter_id,V001360,01_padron_votantes.csv,Edad imposible o superior a 115 años,edad=120 > 115,Revisar calidad de datos del padrón y fecha de nacimiento.,2
DET-PAD-03-000080,PAD-03,alta,Padrón y elegibilidad,voter_id,V001485,01_padron_votantes.csv,Edad imposible o superior a 115 años,edad=130 > 115,Revisar calidad de datos del padrón y fecha de nacimiento.,2
DET-PAD-03-000081,PAD-03,alta,Padrón y elegibilidad,voter_id,V001589,01_padron_votantes.csv,Edad imposible o superior a 115 años,edad=119 > 115,Revisar calidad de datos del padrón y fecha de nacimiento.,2
DET-PAD-03-000082,PAD-03,alta,Padrón y elegibilidad,voter_id,V001627,01_padron_votantes.csv,Edad imposible o superior a 115 años,edad=128 > 115,Revisar calidad de datos del padrón y fecha de nacimiento.,2
DET-PAD-03-000083,PAD-03,alta,Padrón y elegibilidad,voter_id,V001856,01_padron_votantes.csv,Edad imposible o superior a 115 años,edad=129 > 115,Revisar calidad de datos del padrón y fecha de nacimiento.,2
DET-PAD-03-000084,PAD-03,alta,Padrón y elegibilidad,voter_id,V001891,01_padron_votantes.csv,Edad imposible o superior a 115 años,edad=124 > 115,Revisar calidad de datos del padrón y fecha de nacimiento.,2
DET-PAD-03-000085,PAD-03,alta,Padrón y elegibilidad,voter_id,V001958,01_padron_votantes.csv,Edad imposible o superior a 115 años,edad=116 > 115,Revisar calidad de datos del padrón y fecha de nacimiento.,2
DET-PAD-03-000086,PAD-03,alta,Padrón y elegibilidad,voter_id,V002097,01_padron_votantes.csv,Edad imposible o superior a 115 años,edad=119 > 115,Revisar calidad de datos del padrón y fecha de nacimiento.,2
DET-PAD-03-000087,PAD-03,alta,Padrón y elegibilidad,voter_id,V002319,01_padron_votantes.csv,Edad imposible o superior a 115 años,edad=126 > 115,Revisar calidad de datos del padrón y fecha de nacimiento.,2
DET-PAD-03-000088,PAD-03,alta,Padrón y elegibilidad,voter_id,V002452,01_padron_votantes.csv,Edad imposible o superior a 115 años,edad=122 > 115,Revisar calidad de datos del padrón y fecha de nacimiento.,2
DET-PAD-03-000089,PAD-03,alta,Padrón y elegibilidad,voter_id,V002525,01_padron_votantes.csv,Edad imposible o superior a 115 años,edad=117 > 115,Revisar calidad de datos del padrón y fecha de nacimiento.,2
DET-PAD-03-000090,PAD-03,alta,Padrón y elegibilidad,voter_id,V002546,01_padron_votantes.csv,Edad imposible o superior a 115 años,edad=128 > 115,Revisar calidad de datos del padrón y fecha de nacimiento.,2
DET-PAD-03-000091,PAD-03,alta,Padrón y elegibilidad,voter_id,V002725,01_padron_votantes.csv,Edad imposible o superior a 115 años,edad=126 > 115,Revisar calidad de datos del padrón y fecha de nacimiento.,2
DET-PAD-03-000092,PAD-03,alta,Padrón y elegibilidad,voter_id,V002756,01_padron_votantes.csv,Edad imposible o superior a 115 años,edad=118 > 115,Revisar calidad de datos del padrón y fecha de nacimiento.,2
DET-PAD-03-000093,PAD-03,alta,Padrón y elegibilidad,voter_id,V002828,01_padron_votantes.csv,Edad imposible o superior a 115 años,edad=116 > 115,Revisar calidad de datos del padrón y fecha de nacimiento.,2
DET-PAD-03-000094,PAD-03,alta,Padrón y elegibilidad,voter_id,V003070,01_padron_votantes.csv,Edad imposible o superior a 115 años,edad=125 > 115,Revisar calidad de datos del padrón y fecha de nacimiento.,2
DET-PAD-03-000095,PAD-03,alta,Padrón y elegibilidad,voter_id,V003435,01_padron_votantes.csv,Edad imposible o superior a 115 años,edad=121 > 115,Revisar calidad de datos del padrón y fecha de nacimiento.,2
DET-PAD-03-000096,PAD-03,alta,Padrón y elegibilidad,voter_id,V003476,01_padron_votantes.csv,Edad imposible o superior a 115 años,edad=116 > 115,Revisar calidad de datos del padrón y fecha de nacimiento.,2
DET-PAD-03-000097,PAD-03,alta,Padrón y elegibilidad,voter_id,V003551,01_padron_votantes.csv,Edad imposible o superior a 115 años,edad=129 > 115,Revisar calidad de datos del padrón y fecha de nacimiento.,2
DET-PAD-03-000098,PAD-03,alta,Padrón y elegibilidad,voter_id,V003652,01_padron_votantes.csv,Edad imposible o superior a 115 años,edad=129 > 115,Revisar calidad de datos del padrón y fecha de nacimiento.,2
DET-PAD-03-000099,PAD-03,alta,Padrón y elegibilidad,voter_id,V003742,01_padron_votantes.csv,Edad imposible o superior a 115 años,edad=125 > 115,Revisar calidad de datos del padrón y fecha de nacimiento.,2
DET-PAD-03-000100,PAD-03,alta,Padrón y elegibilidad,voter_id,V003835,01_padron_votantes.csv,Edad imposible o superior a 115 años,edad=129 > 115,Revisar calidad de datos del padrón y fecha de nacimiento.,2
DET-PAD-03-000101,PAD-03,alta,Padrón y elegibilidad,voter_id,V003868,01_padron_votantes.csv,Edad imposible o superior a 115 años,edad=122 > 115,Revisar calidad de datos del padrón y fecha de nacimiento.,2
DET-PAD-03-000102,PAD-03,alta,Padrón y elegibilidad,voter_id,V003918,01_padron_votantes.csv,Edad imposible o superior a 115 años,edad=127 > 115,Revisar calidad de datos del padrón y fecha de nacimiento.,2
DET-PAD-03-000103,PAD-03,alta,Padrón y elegibilidad,voter_id,V004126,01_padron_votantes.csv,Edad imposible o superior a 115 años,edad=129 > 115,Revisar calidad de datos del padrón y fecha de nacimiento.,2
DET-PAD-03-000104,PAD-03,alta,Padrón y elegibilidad,voter_id,V004199,01_padron_votantes.csv,Edad imposible o superior a 115 años,edad=123 > 115,Revisar calidad de datos del padrón y fecha de nacimiento.,2
DET-PAD-03-000105,PAD-03,alta,Padrón y elegibilidad,voter_id,V004319,01_padron_votantes.csv,Edad imposible o superior a 115 años,edad=126 > 115,Revisar calidad de datos del padrón y fecha de nacimiento.,2
DET-PAD-03-000106,PAD-03,alta,Padrón y elegibilidad,voter_id,V004338,01_padron_votantes.csv,Edad imposible o superior a 115 años,edad=130 > 115,Revisar calidad de datos del padrón y fecha de nacimiento.,2
DET-PAD-03-000107,PAD-03,alta,Padrón y elegibilidad,voter_id,V004447,01_padron_votantes.csv,Edad imposible o superior a 115 años,edad=120 > 115,Revisar calidad de datos del padrón y fecha de nacimiento.,2
DET-PAD-03-000108,PAD-03,alta,Padrón y elegibilidad,voter_id,V004448,01_padron_votantes.csv,Edad imposible o superior a 115 años,edad=123 > 115,Revisar calidad de datos del padrón y fecha de nacimiento.,2
DET-PAD-03-000109,PAD-03,alta,Padrón y elegibilidad,voter_id,V004507,01_padron_votantes.csv,Edad imposible o superior a 115 años,edad=128 > 115,Revisar calidad de datos del padrón y fecha de nacimiento.,2
DET-PAD-03-000110,PAD-03,alta,Padrón y elegibilidad,voter_id,V004547,01_padron_votantes.csv,Edad imposible o superior a 115 años,edad=120 > 115,Revisar calidad de datos del padrón y fecha de nacimiento.,2
DET-PAD-03-000111,PAD-03,alta,Padrón y elegibilidad,voter_id,V004608,01_padron_votantes.csv,Edad imposible o superior a 115 años,edad=129 > 115,Revisar calidad de datos del padrón y fecha de nacimiento.,2
DET-PAD-03-000112,PAD-03,alta,Padrón y elegibilidad,voter_id,V004808,01_padron_votantes.csv,Edad imposible o superior a 115 años,edad=128 > 115,Revisar calidad de datos del padrón y fecha de nacimiento.,2
DET-PAD-04-000113,PAD-04,critica,Padrón y elegibilidad,voter_id,V000507,01_padron_votantes.csv,Documento cancelado aparece con voto registrado,estado_documento=cancelado; voto_registrado=1,Contrastar estado documental con fuente de registro.,3
DET-PAD-04-000114,PAD-04,critica,Padrón y elegibilidad,voter_id,V000822,01_padron_votantes.csv,Documento cancelado aparece con voto registrado,estado_documento=cancelado; voto_registrado=1,Contrastar estado documental con fuente de registro.,3
DET-PAD-04-000115,PAD-04,critica,Padrón y elegibilidad,voter_id,V001825,01_padron_votantes.csv,Documento cancelado aparece con voto registrado,estado_documento=cancelado; voto_registrado=1,Contrastar estado documental con fuente de registro.,3
DET-PAD-04-000116,PAD-04,critica,Padrón y elegibilidad,voter_id,V001865,01_padron_votantes.csv,Documento cancelado aparece con voto registrado,estado_documento=cancelado; voto_registrado=1,Contrastar estado documental con fuente de registro.,3
DET-PAD-04-000117,PAD-04,critica,Padrón y elegibilidad,voter_id,V001965,01_padron_votantes.csv,Documento cancelado aparece con voto registrado,estado_documento=cancelado; voto_registrado=1,Contrastar estado documental con fuente de registro.,3
DET-PAD-04-000118,PAD-04,critica,Padrón y elegibilidad,voter_id,V001969,01_padron_votantes.csv,Documento cancelado aparece con voto registrado,estado_documento=cancelado; voto_registrado=1,Contrastar estado documental con fuente de registro.,3
DET-PAD-04-000119,PAD-04,critica,Padrón y elegibilidad,voter_id,V002345,01_padron_votantes.csv,Documento cancelado aparece con voto registrado,estado_documento=cancelado; voto_registrado=1,Contrastar estado documental con fuente de registro.,3
DET-PAD-04-000120,PAD-04,critica,Padrón y elegibilidad,voter_id,V002652,01_padron_votantes.csv,Documento cancelado aparece con voto registrado,estado_documento=cancelado; voto_registrado=1,Contrastar estado documental con fuente de registro.,3
DET-PAD-04-000121,PAD-04,critica,Padrón y elegibilidad,voter_id,V002743,01_padron_votantes.csv,Documento cancelado aparece con voto registrado,estado_documento=cancelado; voto_registrado=1,Contrastar estado documental con fuente de registro.,3
DET-PAD-04-000122,PAD-04,critica,Padrón y elegibilidad,voter_id,V002829,01_padron_votantes.csv,Documento cancelado aparece con voto registrado,estado_documento=cancelado; voto_registrado=1,Contrastar estado documental con fuente de registro.,3
DET-PAD-04-000123,PAD-04,critica,Padrón y elegibilidad,voter_id,V002893,01_padron_votantes.csv,Documento cancelado aparece con voto registrado,estado_documento=cancelado; voto_registrado=1,Contrastar estado documental con fuente de registro.,3
DET-PAD-04-000124,PAD-04,critica,Padrón y elegibilidad,voter_id,V002951,01_padron_votantes.csv,Documento cancelado aparece con voto registrado,estado_documento=cancelado; voto_registrado=1,Contrastar estado documental con fuente de registro.,3
DET-PAD-04-000125,PAD-04,critica,Padrón y elegibilidad,voter_id,V003139,01_padron_votantes.csv,Documento cancelado aparece con voto registrado,estado_documento=cancelado; voto_registrado=1,Contrastar estado documental con fuente de registro.,3
DET-PAD-04-000126,PAD-04,critica,Padrón y elegibilidad,voter_id,V003298,01_padron_votantes.csv,Documento cancelado aparece con voto registrado,estado_documento=cancelado; voto_registrado=1,Contrastar estado documental con fuente de registro.,3
