entidad_tipo,entidad_id,score_total,total_alertas,max_severidad,clasificacion_riesgo
evento_id,EVT-0001311,6,2,critica,Riesgo medio
evento_id,EVT-0001332,6,2,critica,Riesgo medio
evento_id,EVT-0001353,6,2,critica,Riesgo medio
evento_id,EVT-0001473,6,2,critica,Riesgo medio
evento_id,EVT-0001519,6,2,critica,Riesgo medio
evento_id,EVT-0001534,6,2,critica,Riesgo medio
evento_id,EVT-0001540,6,2,critica,Riesgo medio
evento_id,EVT-0001597,6,2,critica,Riesgo medio
evento_id,EVT-0001626,6,2,critica,Riesgo medio
evento_id,EVT-0001743,6,2,critica,Riesgo medio
evento_id,EVT-0001786,6,2,critica,Riesgo medio
evento_id,EVT-0001804,6,2,critica,Riesgo medio
evento_id,EVT-0001808,6,2,critica,Riesgo medio
mesa_id,MESA-023,6,2,critica,Riesgo medio
mesa_id,MESA-029,6,2,critica,Riesgo medio
voter_id,V000045,6,2,critica,Riesgo medio
voter_id,V000054,6,2,critica,Riesgo medio
voter_id,V000095,6,2,critica,Riesgo medio
voter_id,V000190,6,2,critica,Riesgo medio
voter_id,V000246,6,2,critica,Riesgo medio
voter_id,V000344,6,2,critica,Riesgo medio
voter_id,V000481,6,2,critica,Riesgo medio
voter_id,V000486,6,2,critica,Riesgo medio
voter_id,V000502,6,2,critica,Riesgo medio
voter_id,V000507,6,2,critica,Riesgo medio
voter_id,V000530,6,2,critica,Riesgo medio
voter_id,V000647,6,2,critica,Riesgo medio
voter_id,V000657,6,2,critica,Riesgo medio
voter_id,V000720,6,2,critica,Riesgo medio
voter_id,V000770,6,2,critica,Riesgo medio
voter_id,V000784,6,2,critica,Riesgo medio
voter_id,V000822,6,2,critica,Riesgo medio
voter_id,V000842,6,2,critica,Riesgo medio
voter_id,V000890,6,2,critica,Riesgo medio
voter_id,V000906,6,2,critica,Riesgo medio
voter_id,V000909,6,2,critica,Riesgo medio
voter_id,V000916,6,2,critica,Riesgo medio
voter_id,V001017,6,2,critica,Riesgo medio
voter_id,V001137,6,2,critica,Riesgo medio
voter_id,V001163,6,2,critica,Riesgo medio
voter_id,V001167,6,2,critica,Riesgo medio
voter_id,V001390,6,2,critica,Riesgo medio
voter_id,V001451,6,2,critica,Riesgo medio
voter_id,V001459,6,2,critica,Riesgo medio
voter_id,V001489,6,2,critica,Riesgo medio
voter_id,V001497,6,2,critica,Riesgo medio
voter_id,V001502,6,2,critica,Riesgo medio
voter_id,V001650,6,2,critica,Riesgo medio
voter_id,V001658,6,2,critica,Riesgo medio
voter_id,V001721,6,2,critica,Riesgo medio
voter_id,V001736,6,2,critica,Riesgo medio
voter_id,V001821,6,2,critica,Riesgo medio
voter_id,V001829,6,2,critica,Riesgo medio
voter_id,V001911,6,2,critica,Riesgo medio
voter_id,V001947,6,2,critica,Riesgo medio
voter_id,V001969,6,2,critica,Riesgo medio
voter_id,V001994,6,2,critica,Riesgo medio
voter_id,V002056,6,2,critica,Riesgo medio
voter_id,V002125,6,2,critica,Riesgo medio
voter_id,V002197,6,2,critica,Riesgo medio
voter_id,V002230,6,2,critica,Riesgo medio
voter_id,V002262,6,2,critica,Riesgo medio
voter_id,V002345,6,2,critica,Riesgo medio
voter_id,V002424,6,2,critica,Riesgo medio
voter_id,V002436,6,2,critica,Riesgo medio
voter_id,V002479,6,2,critica,Riesgo medio
voter_id,V002499,6,2,critica,Riesgo medio
voter_id,V002588,6,2,critica,Riesgo medio
voter_id,V002652,6,2,critica,Riesgo medio
voter_id,V002704,6,2,critica,Riesgo medio
voter_id,V002743,6,2,critica,Riesgo medio
voter_id,V002808,6,2,critica,Riesgo medio
voter_id,V002829,6,2,critica,Riesgo medio
voter_id,V002893,6,2,critica,Riesgo medio
voter_id,V002951,6,2,critica,Riesgo medio
voter_id,V003003,6,2,critica,Riesgo medio
voter_id,V003095,6,2,critica,Riesgo medio
voter_id,V003139,6,2,critica,Riesgo medio
voter_id,V003254,6,2,critica,Riesgo medio
voter_id,V003259,6,2,critica,Riesgo medio
voter_id,V003298,6,2,critica,Riesgo medio
voter_id,V003327,6,2,critica,Riesgo medio
voter_id,V003360,6,2,critica,Riesgo medio
voter_id,V003426,6,2,critica,Riesgo medio
voter_id,V003473,6,2,critica,Riesgo medio
voter_id,V003530,6,2,critica,Riesgo medio
voter_id,V003614,6,2,critica,Riesgo medio
voter_id,V003672,6,2,critica,Riesgo medio
voter_id,V003674,6,2,critica,Riesgo medio
voter_id,V003706,6,2,critica,Riesgo medio
voter_id,V003829,6,2,critica,Riesgo medio
voter_id,V003889,6,2,critica,Riesgo medio
voter_id,V003890,6,2,critica,Riesgo medio
voter_id,V004034,6,2,critica,Riesgo medio
voter_id,V004040,6,2,critica,Riesgo medio
voter_id,V004107,6,2,critica,Riesgo medio
voter_id,V004138,6,2,critica,Riesgo medio
voter_id,V004183,6,2,critica,Riesgo medio
voter_id,V004189,6,2,critica,Riesgo medio
voter_id,V004282,6,2,critica,Riesgo medio
voter_id,V004373,6,2,critica,Riesgo medio
voter_id,V004391,6,2,critica,Riesgo medio
voter_id,V004465,6,2,critica,Riesgo medio
voter_id,V004588,6,2,critica,Riesgo medio
voter_id,V004617,6,2,critica,Riesgo medio
voter_id,V004623,6,2,critica,Riesgo medio
voter_id,V004694,6,2,critica,Riesgo medio
voter_id,V004704,6,2,critica,Riesgo medio
voter_id,V004714,6,2,critica,Riesgo medio
voter_id,V004751,6,2,critica,Riesgo medio
voter_id,V004867,6,2,critica,Riesgo medio
archivo_id,ARC-000004,5,2,critica,Riesgo medio
archivo_id,ARC-000025,5,2,critica,Riesgo medio
archivo_id,ARC-000033,5,2,critica,Riesgo medio
archivo_id,ARC-000034,5,2,critica,Riesgo medio
archivo_id,ARC-000037,5,2,critica,Riesgo medio
archivo_id,ARC-000040,5,2,critica,Riesgo medio
archivo_id,ARC-000044,5,2,critica,Riesgo medio
archivo_id,ARC-000049,5,2,critica,Riesgo medio
archivo_id,ARC-000069,5,2,critica,Riesgo medio
archivo_id,ARC-000073,5,2,critica,Riesgo medio
archivo_id,ARC-000093,5,2,critica,Riesgo medio
archivo_id,ARC-000094,5,2,critica,Riesgo medio
archivo_id,ARC-000097,5,2,critica,Riesgo medio
archivo_id,ARC-000113,5,2,critica,Riesgo medio
archivo_id,ARC-000118,5,2,critica,Riesgo medio
archivo_id,ARC-000125,5,2,critica,Riesgo medio
archivo_id,ARC-000153,5,2,critica,Riesgo medio
archivo_id,ARC-000154,5,2,critica,Riesgo medio
voter_id,V000086,5,2,critica,Riesgo medio
voter_id,V000087,5,2,critica,Riesgo medio
voter_id,V000099,5,2,critica,Riesgo medio
voter_id,V000146,5,2,critica,Riesgo medio
voter_id,V000150,5,2,critica,Riesgo medio
voter_id,V000261,5,2,critica,Riesgo medio
voter_id,V000343,5,2,critica,Riesgo medio
voter_id,V000384,5,2,critica,Riesgo medio
voter_id,V000414,5,2,critica,Riesgo medio
voter_id,V000425,5,2,critica,Riesgo medio
voter_id,V000454,5,2,critica,Riesgo medio
voter_id,V000458,5,2,critica,Riesgo medio
voter_id,V000466,5,2,critica,Riesgo medio
voter_id,V000528,5,2,critica,Riesgo medio
voter_id,V000533,5,2,critica,Riesgo medio
voter_id,V000540,5,2,critica,Riesgo medio
voter_id,V000596,5,2,critica,Riesgo medio
voter_id,V000635,5,2,critica,Riesgo medio
voter_id,V000727,5,2,critica,Riesgo medio
voter_id,V000866,5,2,critica,Riesgo medio
voter_id,V000925,5,2,critica,Riesgo medio
voter_id,V000958,5,2,critica,Riesgo medio
voter_id,V001102,5,2,critica,Riesgo medio
voter_id,V001165,5,2,critica,Riesgo medio
voter_id,V001171,5,2,critica,Riesgo medio
voter_id,V001177,5,2,critica,Riesgo medio
voter_id,V001456,5,2,critica,Riesgo medio
voter_id,V001466,5,2,critica,Riesgo medio
voter_id,V001469,5,2,critica,Riesgo medio
voter_id,V001475,5,2,critica,Riesgo medio
voter_id,V001493,5,2,critica,Riesgo medio
voter_id,V001565,5,2,critica,Riesgo medio
voter_id,V001687,5,2,critica,Riesgo medio
voter_id,V001695,5,2,critica,Riesgo medio
voter_id,V001885,5,2,critica,Riesgo medio
voter_id,V002013,5,2,critica,Riesgo medio
voter_id,V002093,5,2,critica,Riesgo medio
voter_id,V002141,5,2,critica,Riesgo medio
voter_id,V002209,5,2,critica,Riesgo medio
voter_id,V002275,5,2,critica,Riesgo medio
voter_id,V002298,5,2,critica,Riesgo medio
voter_id,V002358,5,2,critica,Riesgo medio
voter_id,V002482,5,2,critica,Riesgo medio
voter_id,V002488,5,2,critica,Riesgo medio
voter_id,V002622,5,2,critica,Riesgo medio
voter_id,V002629,5,2,critica,Riesgo medio
voter_id,V002654,5,2,critica,Riesgo medio
voter_id,V002780,5,2,critica,Riesgo medio
voter_id,V002810,5,2,critica,Riesgo medio
voter_id,V002914,5,2,critica,Riesgo medio
voter_id,V002963,5,2,critica,Riesgo medio
voter_id,V002982,5,2,critica,Riesgo medio
voter_id,V002988,5,2,critica,Riesgo medio
voter_id,V002992,5,2,critica,Riesgo medio
voter_id,V003042,5,2,critica,Riesgo medio
voter_id,V003099,5,2,critica,Riesgo medio
voter_id,V003238,5,2,critica,Riesgo medio
voter_id,V003268,5,2,critica,Riesgo medio
voter_id,V003373,5,2,critica,Riesgo medio
voter_id,V003603,5,2,critica,Riesgo medio
voter_id,V003637,5,2,critica,Riesgo medio
voter_id,V003642,5,2,critica,Riesgo medio
voter_id,V003685,5,2,critica,Riesgo medio
voter_id,V003736,5,2,critica,Riesgo medio
voter_id,V003790,5,2,critica,Riesgo medio
voter_id,V003826,5,2,critica,Riesgo medio
voter_id,V003827,5,2,critica,Riesgo medio
voter_id,V003911,5,2,critica,Riesgo medio
voter_id,V003916,5,2,critica,Riesgo medio
voter_id,V003973,5,2,critica,Riesgo medio
voter_id,V004061,5,2,critica,Riesgo medio
voter_id,V004072,5,2,critica,Riesgo medio
voter_id,V004123,5,2,critica,Riesgo medio
voter_id,V004225,5,2,critica,Riesgo medio
voter_id,V004301,5,2,critica,Riesgo medio
voter_id,V004318,5,2,critica,Riesgo medio
voter_id,V004378,5,2,critica,Riesgo medio
voter_id,V004490,5,2,critica,Riesgo medio
voter_id,V004520,5,2,critica,Riesgo medio
voter_id,V004555,5,2,critica,Riesgo medio
voter_id,V004620,5,2,critica,Riesgo medio
voter_id,V004676,5,2,critica,Riesgo medio
voter_id,V004752,5,2,critica,Riesgo medio
voter_id,V004769,5,2,critica,Riesgo medio
voter_id,V004859,5,2,critica,Riesgo medio
voter_id,V004990,5,2,critica,Riesgo medio
voter_id,V000495,4,2,alta,Riesgo medio
voter_id,V001387,4,2,alta,Riesgo medio
voter_id,V003070,4,2,alta,Riesgo medio
voter_id,V003868,4,2,alta,Riesgo medio
archivo_id,ARC-000001,3,1,critica,Riesgo bajo
archivo_id,ARC-000007,3,1,critica,Riesgo bajo
archivo_id,ARC-000036,3,1,critica,Riesgo bajo
archivo_id,ARC-000041,3,1,critica,Riesgo bajo
archivo_id,ARC-000051,3,1,critica,Riesgo bajo
archivo_id,ARC-000074,3,1,critica,Riesgo bajo
archivo_id,ARC-000111,3,1,critica,Riesgo bajo
archivo_id,ARC-000121,3,1,critica,Riesgo bajo
evento_id,EVT-0000315,3,1,critica,Riesgo bajo
evento_id,EVT-0000342,3,1,critica,Riesgo bajo
evento_id,EVT-0000347,3,1,critica,Riesgo bajo
evento_id,EVT-0000402,3,1,critica,Riesgo bajo
evento_id,EVT-0000412,3,1,critica,Riesgo bajo
evento_id,EVT-0000418,3,1,critica,Riesgo bajo
evento_id,EVT-0000470,3,1,critica,Riesgo bajo
evento_id,EVT-0000528,3,1,critica,Riesgo bajo
evento_id,EVT-0000535,3,1,critica,Riesgo bajo
evento_id,EVT-0000564,3,1,critica,Riesgo bajo
evento_id,EVT-0000591,3,1,critica,Riesgo bajo
evento_id,EVT-0000637,3,1,critica,Riesgo bajo
evento_id,EVT-0000657,3,1,critica,Riesgo bajo
evento_id,EVT-0000663,3,1,critica,Riesgo bajo
evento_id,EVT-0000759,3,1,critica,Riesgo bajo
evento_id,EVT-0000767,3,1,critica,Riesgo bajo
evento_id,EVT-0000877,3,1,critica,Riesgo bajo
evento_id,EVT-0000888,3,1,critica,Riesgo bajo
evento_id,EVT-0000994,3,1,critica,Riesgo bajo
evento_id,EVT-0001013,3,1,critica,Riesgo bajo
evento_id,EVT-0001039,3,1,critica,Riesgo bajo
evento_id,EVT-0001075,3,1,critica,Riesgo bajo
evento_id,EVT-0001076,3,1,critica,Riesgo bajo
evento_id,EVT-0001115,3,1,critica,Riesgo bajo
evento_id,EVT-0001181,3,1,critica,Riesgo bajo
evento_id,EVT-0001225,3,1,critica,Riesgo bajo
evento_id,EVT-0001232,3,1,critica,Riesgo bajo
evento_id,EVT-0001322,3,1,critica,Riesgo bajo
evento_id,EVT-0001334,3,1,critica,Riesgo bajo
evento_id,EVT-0001349,3,1,critica,Riesgo bajo
evento_id,EVT-0001373,3,1,critica,Riesgo bajo
evento_id,EVT-0001504,3,1,critica,Riesgo bajo
evento_id,EVT-0001542,3,1,critica,Riesgo bajo
evento_id,EVT-0001552,3,1,critica,Riesgo bajo
evento_id,EVT-0001622,3,1,critica,Riesgo bajo
evento_id,EVT-0001640,3,1,critica,Riesgo bajo
evento_id,EVT-0001726,3,1,critica,Riesgo bajo
evento_id,EVT-0001801,3,1,critica,Riesgo bajo
evento_id,EVT-0001802,3,1,critica,Riesgo bajo
evento_id,EVT-0001803,3,1,critica,Riesgo bajo
evento_id,EVT-0001805,3,1,critica,Riesgo bajo
evento_id,EVT-0001806,3,1,critica,Riesgo bajo
evento_id,EVT-0001807,3,1,critica,Riesgo bajo
voter_id,V000421,3,1,critica,Riesgo bajo
voter_id,V000516,3,1,critica,Riesgo bajo
voter_id,V000519,3,1,critica,Riesgo bajo
voter_id,V000694,3,1,critica,Riesgo bajo
voter_id,V000786,3,1,critica,Riesgo bajo
voter_id,V000884,3,1,critica,Riesgo bajo
voter_id,V001347,3,1,critica,Riesgo bajo
voter_id,V001659,3,1,critica,Riesgo bajo
voter_id,V001670,3,1,critica,Riesgo bajo
voter_id,V001704,3,1,critica,Riesgo bajo
voter_id,V001844,3,1,critica,Riesgo bajo
voter_id,V002032,3,1,critica,Riesgo bajo
voter_id,V002053,3,1,critica,Riesgo bajo
voter_id,V002153,3,1,critica,Riesgo bajo
voter_id,V002175,3,1,critica,Riesgo bajo
voter_id,V002863,3,1,critica,Riesgo bajo
voter_id,V003276,3,1,critica,Riesgo bajo
voter_id,V003627,3,1,critica,Riesgo bajo
voter_id,V003632,3,1,critica,Riesgo bajo
voter_id,V003831,3,1,critica,Riesgo bajo
voter_id,V003883,3,1,critica,Riesgo bajo
voter_id,V003904,3,1,critica,Riesgo bajo
voter_id,V004109,3,1,critica,Riesgo bajo
voter_id,V004142,3,1,critica,Riesgo bajo
voter_id,V004188,3,1,critica,Riesgo bajo
voter_id,V004452,3,1,critica,Riesgo bajo
voter_id,V004492,3,1,critica,Riesgo bajo
voter_id,V004639,3,1,critica,Riesgo bajo
voter_id,V004882,3,1,critica,Riesgo bajo
archivo_id,ARC-000003,2,1,alta,Riesgo bajo
archivo_id,ARC-000053,2,1,alta,Riesgo bajo
archivo_id,ARC-000055,2,1,alta,Riesgo bajo
archivo_id,ARC-000075,2,1,alta,Riesgo bajo
archivo_id,ARC-000105,2,1,alta,Riesgo bajo
archivo_id,ARC-000116,2,1,alta,Riesgo bajo
archivo_id,ARC-000132,2,1,alta,Riesgo bajo
archivo_id,ARC-000139,2,1,alta,Riesgo bajo
mesa_id,MESA-011,2,1,alta,Riesgo bajo
mesa_id,MESA-020,2,1,alta,Riesgo bajo
mesa_id,MESA-026,2,1,alta,Riesgo bajo
mesa_id,MESA-056,2,1,alta,Riesgo bajo
usuario_id,USR-0010,2,1,alta,Riesgo bajo
usuario_id,USR-0018,2,1,alta,Riesgo bajo
usuario_id,USR-0026,2,1,alta,Riesgo bajo
usuario_id,USR-0027,2,1,alta,Riesgo bajo
usuario_id,USR-0045,2,1,alta,Riesgo bajo
usuario_id,USR-0053,2,1,alta,Riesgo bajo
usuario_id,USR-0057,2,1,alta,Riesgo bajo
usuario_id,USR-0060,2,1,alta,Riesgo bajo
voter_id,V000049,2,1,alta,Riesgo bajo
voter_id,V000057,2,1,alta,Riesgo bajo
voter_id,V000069,2,1,alta,Riesgo bajo
voter_id,V000077,2,1,alta,Riesgo bajo
voter_id,V000093,2,1,alta,Riesgo bajo
voter_id,V000105,2,1,alta,Riesgo bajo
voter_id,V000110,2,1,alta,Riesgo bajo
voter_id,V000195,2,1,alta,Riesgo bajo
voter_id,V000202,2,1,alta,Riesgo bajo
voter_id,V000274,2,1,alta,Riesgo bajo
voter_id,V000322,2,1,alta,Riesgo bajo
voter_id,V000325,2,1,alta,Riesgo bajo
voter_id,V000334,2,1,alta,Riesgo bajo
voter_id,V000364,2,1,alta,Riesgo bajo
voter_id,V000390,2,1,alta,Riesgo bajo
voter_id,V000407,2,1,alta,Riesgo bajo
voter_id,V000465,2,1,alta,Riesgo bajo
voter_id,V000474,2,1,alta,Riesgo bajo
voter_id,V000592,2,1,alta,Riesgo bajo
voter_id,V000640,2,1,alta,Riesgo bajo
voter_id,V000642,2,1,alta,Riesgo bajo
voter_id,V000668,2,1,alta,Riesgo bajo
voter_id,V000688,2,1,alta,Riesgo bajo
voter_id,V000689,2,1,alta,Riesgo bajo
voter_id,V000704,2,1,alta,Riesgo bajo
voter_id,V000718,2,1,alta,Riesgo bajo
voter_id,V000731,2,1,alta,Riesgo bajo
voter_id,V000732,2,1,alta,Riesgo bajo
voter_id,V000762,2,1,alta,Riesgo bajo
voter_id,V000774,2,1,alta,Riesgo bajo
voter_id,V000793,2,1,alta,Riesgo bajo
voter_id,V000830,2,1,alta,Riesgo bajo
voter_id,V000854,2,1,alta,Riesgo bajo
voter_id,V000907,2,1,alta,Riesgo bajo
voter_id,V000915,2,1,alta,Riesgo bajo
voter_id,V000924,2,1,alta,Riesgo bajo
voter_id,V000935,2,1,alta,Riesgo bajo
voter_id,V000937,2,1,alta,Riesgo bajo
voter_id,V000950,2,1,alta,Riesgo bajo
voter_id,V000985,2,1,alta,Riesgo bajo
voter_id,V000989,2,1,alta,Riesgo bajo
voter_id,V001002,2,1,alta,Riesgo bajo
voter_id,V001003,2,1,alta,Riesgo bajo
voter_id,V001019,2,1,alta,Riesgo bajo
voter_id,V001024,2,1,alta,Riesgo bajo
voter_id,V001073,2,1,alta,Riesgo bajo
voter_id,V001092,2,1,alta,Riesgo bajo
voter_id,V001099,2,1,alta,Riesgo bajo
voter_id,V001114,2,1,alta,Riesgo bajo
voter_id,V001133,2,1,alta,Riesgo bajo
voter_id,V001134,2,1,alta,Riesgo bajo
voter_id,V001142,2,1,alta,Riesgo bajo
voter_id,V001145,2,1,alta,Riesgo bajo
voter_id,V001149,2,1,alta,Riesgo bajo
voter_id,V001195,2,1,alta,Riesgo bajo
voter_id,V001202,2,1,alta,Riesgo bajo
voter_id,V001211,2,1,alta,Riesgo bajo
voter_id,V001235,2,1,alta,Riesgo bajo
voter_id,V001249,2,1,alta,Riesgo bajo
voter_id,V001281,2,1,alta,Riesgo bajo
voter_id,V001283,2,1,alta,Riesgo bajo
voter_id,V001292,2,1,alta,Riesgo bajo
voter_id,V001310,2,1,alta,Riesgo bajo
voter_id,V001339,2,1,alta,Riesgo bajo
voter_id,V001360,2,1,alta,Riesgo bajo
voter_id,V001365,2,1,alta,Riesgo bajo
voter_id,V001385,2,1,alta,Riesgo bajo
voter_id,V001386,2,1,alta,Riesgo bajo
voter_id,V001403,2,1,alta,Riesgo bajo
voter_id,V001415,2,1,alta,Riesgo bajo
voter_id,V001490,2,1,alta,Riesgo bajo
voter_id,V001494,2,1,alta,Riesgo bajo
voter_id,V001589,2,1,alta,Riesgo bajo
voter_id,V001627,2,1,alta,Riesgo bajo
voter_id,V001630,2,1,alta,Riesgo bajo
voter_id,V001657,2,1,alta,Riesgo bajo
voter_id,V001802,2,1,alta,Riesgo bajo
voter_id,V001856,2,1,alta,Riesgo bajo
voter_id,V001891,2,1,alta,Riesgo bajo
voter_id,V001906,2,1,alta,Riesgo bajo
voter_id,V001921,2,1,alta,Riesgo bajo
voter_id,V001937,2,1,alta,Riesgo bajo
voter_id,V001958,2,1,alta,Riesgo bajo
voter_id,V001973,2,1,alta,Riesgo bajo
voter_id,V001993,2,1,alta,Riesgo bajo
voter_id,V001996,2,1,alta,Riesgo bajo
voter_id,V002040,2,1,alta,Riesgo bajo
voter_id,V002097,2,1,alta,Riesgo bajo
voter_id,V002156,2,1,alta,Riesgo bajo
voter_id,V002194,2,1,alta,Riesgo bajo
voter_id,V002196,2,1,alta,Riesgo bajo
voter_id,V002219,2,1,alta,Riesgo bajo
voter_id,V002265,2,1,alta,Riesgo bajo
voter_id,V002297,2,1,alta,Riesgo bajo
voter_id,V002303,2,1,alta,Riesgo bajo
voter_id,V002319,2,1,alta,Riesgo bajo
voter_id,V002321,2,1,alta,Riesgo bajo
voter_id,V002363,2,1,alta,Riesgo bajo
voter_id,V002364,2,1,alta,Riesgo bajo
voter_id,V002385,2,1,alta,Riesgo bajo
voter_id,V002410,2,1,alta,Riesgo bajo
voter_id,V002420,2,1,alta,Riesgo bajo
voter_id,V002452,2,1,alta,Riesgo bajo
voter_id,V002454,2,1,alta,Riesgo bajo
voter_id,V002525,2,1,alta,Riesgo bajo
voter_id,V002541,2,1,alta,Riesgo bajo
voter_id,V002546,2,1,alta,Riesgo bajo
voter_id,V002554,2,1,alta,Riesgo bajo
voter_id,V002567,2,1,alta,Riesgo bajo
voter_id,V002580,2,1,alta,Riesgo bajo
voter_id,V002596,2,1,alta,Riesgo bajo
voter_id,V002627,2,1,alta,Riesgo bajo
voter_id,V002661,2,1,alta,Riesgo bajo
voter_id,V002725,2,1,alta,Riesgo bajo
voter_id,V002731,2,1,alta,Riesgo bajo
voter_id,V002756,2,1,alta,Riesgo bajo
voter_id,V002778,2,1,alta,Riesgo bajo
voter_id,V002794,2,1,alta,Riesgo bajo
voter_id,V002804,2,1,alta,Riesgo bajo
voter_id,V002828,2,1,alta,Riesgo bajo
voter_id,V002877,2,1,alta,Riesgo bajo
voter_id,V002891,2,1,alta,Riesgo bajo
voter_id,V002943,2,1,alta,Riesgo bajo
voter_id,V003002,2,1,alta,Riesgo bajo
voter_id,V003018,2,1,alta,Riesgo bajo
voter_id,V003034,2,1,alta,Riesgo bajo
voter_id,V003102,2,1,alta,Riesgo bajo
voter_id,V003111,2,1,alta,Riesgo bajo
voter_id,V003125,2,1,alta,Riesgo bajo
voter_id,V003138,2,1,alta,Riesgo bajo
voter_id,V003188,2,1,alta,Riesgo bajo
voter_id,V003237,2,1,alta,Riesgo bajo
voter_id,V003252,2,1,alta,Riesgo bajo
voter_id,V003293,2,1,alta,Riesgo bajo
voter_id,V003312,2,1,alta,Riesgo bajo
voter_id,V003349,2,1,alta,Riesgo bajo
voter_id,V003355,2,1,alta,Riesgo bajo
voter_id,V003387,2,1,alta,Riesgo bajo
voter_id,V003432,2,1,alta,Riesgo bajo
voter_id,V003433,2,1,alta,Riesgo bajo
voter_id,V003435,2,1,alta,Riesgo bajo
voter_id,V003440,2,1,alta,Riesgo bajo
voter_id,V003472,2,1,alta,Riesgo bajo
voter_id,V003476,2,1,alta,Riesgo bajo
voter_id,V003488,2,1,alta,Riesgo bajo
voter_id,V003490,2,1,alta,Riesgo bajo
voter_id,V003551,2,1,alta,Riesgo bajo
voter_id,V003556,2,1,alta,Riesgo bajo
voter_id,V003593,2,1,alta,Riesgo bajo
voter_id,V003597,2,1,alta,Riesgo bajo
voter_id,V003652,2,1,alta,Riesgo bajo
voter_id,V003653,2,1,alta,Riesgo bajo
voter_id,V003729,2,1,alta,Riesgo bajo
voter_id,V003734,2,1,alta,Riesgo bajo
voter_id,V003742,2,1,alta,Riesgo bajo
voter_id,V003835,2,1,alta,Riesgo bajo
voter_id,V003849,2,1,alta,Riesgo bajo
voter_id,V003918,2,1,alta,Riesgo bajo
voter_id,V003919,2,1,alta,Riesgo bajo
voter_id,V003961,2,1,alta,Riesgo bajo
voter_id,V003993,2,1,alta,Riesgo bajo
voter_id,V004011,2,1,alta,Riesgo bajo
voter_id,V004066,2,1,alta,Riesgo bajo
voter_id,V004075,2,1,alta,Riesgo bajo
voter_id,V004126,2,1,alta,Riesgo bajo
voter_id,V004140,2,1,alta,Riesgo bajo
voter_id,V004186,2,1,alta,Riesgo bajo
voter_id,V004199,2,1,alta,Riesgo bajo
voter_id,V004219,2,1,alta,Riesgo bajo
